X,R*THETA,R
2.568997487,16.732207369985595,3.162150192504361
2.569125542,16.73970464828081,3.162224755319902
2.572401446,16.75595065753921,3.164133447684696
2.577000631,16.77508071225021,3.166819397343117
2.582240306,16.795300366877633,3.169888270027298
2.587644151,16.81577496675836,3.173062919063698
2.593058837,16.836311517165218,3.1762544735742306
2.598623455,16.85704361079712,3.179545438607664
2.604390657,16.877950328838423,3.1829678736229767
2.610308029,16.898910888008594,3.186491910476772
2.616329469,16.91984186991541,3.19009119482987
2.622419737,16.940695277557875,3.193745327460672
2.628554321,16.961447059280058,3.1974405418065435
2.634717583,16.98207641116999,3.201167642503539
2.640897199,17.00257211453756,3.2049192069971637
2.647083597,17.02293268502362,3.2086895364368684
2.653269652,17.043164842983384,3.2124744869258914
2.659450341,17.06328199049801,3.2162712545141967
2.66562239,17.083302964032544,3.220078173476043
2.671783942,17.103250946662136,3.2238945150224594
2.706695947,17.216139192967642,3.2458263413975517
2.74120865,17.328671342716103,3.268038708416107
2.775399856,17.44228023383927,3.29058400722663
2.809310245,17.55754493564321,3.3134914219390317
2.842941072,17.67452758066247,3.336762737737827
2.876290236,17.7932226506045,3.3603946807358662
2.909356249,17.913629466566086,3.3843842912733177
2.942135819,18.035717676330208,3.408726411863549
2.974632236,18.15942424298429,3.433408741596198
3.006850577,18.284684298463944,3.458418099388853
3.038796518,18.411433025102685,3.48374130455613
3.07047631,18.53960576958658,3.5093652025574658
3.101896736,18.66913821387296,3.535276698088591
3.133072243,18.799926494612585,3.561454832766577
3.164020844,18.93185902110589,3.5878765074386685
3.194752228,19.064879165950806,3.6145291799061896
3.225276456,19.198931167957547,3.641400479039516
3.255603966,19.333959892016978,3.6684781605405887
3.28574554,19.46991084281387,3.6957501101810606
3.315710179,19.606742253383715,3.7232066297495408
3.345488034,19.744511547154378,3.7508575969286144
3.375072732,19.883235863678966,3.7787066941938434
3.404460389,20.022915736582753,3.806754580515677
3.433647105,20.16355136462244,3.835001844875226
3.462628969,20.305142576298,3.8634489982400364
3.491402058,20.447688834430583,3.892096474388303
3.519962049,20.591190427334432,3.920944922547593
3.548304718,20.735641656551156,3.9499942294486496
3.576426416,20.88103178327753,3.979243446373033
3.604323494,21.027349784676787,4.0086915586235525
3.631992309,21.174584328569157,4.038337479471166
3.659429229,21.322723795227688,4.068180053721637
3.686630632,21.471756226445834,4.098218047403182
3.713592911,21.621669348780216,4.128450150398965
3.740312483,21.77245055645627,4.158874972411829
3.766785787,21.9240868988267,4.1894910401542615
3.79300929,22.076565076494703,4.220296794913692
3.818979496,22.229871446923788,4.251290592902599
3.844692946,22.383992020585705,4.282470703088075
3.870146509,22.538909895465135,4.313834918503192
3.895337954,22.694603690001333,4.345380202192422
3.920265074,22.851053440082904,4.3771036530359275
3.944925566,23.008239241866544,4.4090023909187375
3.969317033,23.16614116215255,4.441073541606648
3.993436976,23.324739223511973,4.473314233470526
4.017282833,23.48401316066833,4.505721557886768
4.040852657,23.643939174783632,4.538291994071397
4.064144904,23.804492473598042,4.571021776058677
4.087158047,23.96564837783843,4.603907132969525
4.109890613,24.12738197367629,4.636944239982387
4.132341185,24.289668088460278,4.6701292131716
4.154508404,24.452481344071284,4.703458118306198
4.176390734,24.61579584628027,4.736926988572708
4.197987088,24.779583660519872,4.7705314871799445
4.219297119,24.94381599447718,4.804266987078873
4.24032056,25.10846396256602,4.838128827175574
4.261057226,25.273498594059422,4.87211231559593
4.281507009,25.438890853675215,4.90621273103638
4.301669882,25.6046116671813,4.940425327850355
4.3215459,25.77063193624373,4.974745337156157
4.341135196,25.936922554475185,5.0091679686957615
4.360437989,26.10345444581555,5.04368841795896
4.379454576,26.27019855983919,5.07830186386285
4.39818534,26.437125911708502,5.113003474797815
4.416630743,26.60420760747241,5.147788414174944
4.434791617,26.77141129089121,5.182651334774875
4.45266946,26.93870546249993,5.217586881888951
4.470265771,27.106064923945812,5.2525905105009425
4.487582148,27.273464791981453,5.287657712717437
4.504620284,27.440880479607294,5.322784016746169
4.521381962,27.608287732860227,5.357964993253684
4.537869099,27.77566326084409,5.393196331131469
4.554084103,27.94299009919631,5.428474491407435
4.570029312,28.110249379119352,5.463795720432275
4.585707067,28.277421535578902,5.49915619665142
4.601119421,28.44448674082898,5.534552122005851
4.616269609,28.61142661613559,5.569979749526224
4.631160138,28.77822213781048,5.605435367213207
4.645793253,28.944851157224523,5.640914895977679
4.660172307,29.111292885015036,5.676414311797985
4.674299474,29.27753078524928,5.711930331228265
4.688177051,29.44354861526694,5.747459711671745
4.701807486,29.60933037075795,5.782999240244339
4.715193375,29.774860308203063,5.8185457391397915
4.728337455,29.940122959229363,5.854096068566017
4.741242607,30.10510315073627,5.889647131140675
4.753911845,30.269786029532803,5.925195877243323
4.766348318,30.43415704100964,5.960739301485963
4.778555303,30.598201974476922,5.996274452235036
4.790536199,30.761906963847114,6.031798431378854
4.802294528,30.925258482993993,6.0673083954908735
4.813833895,31.088247833538485,6.102802192825698
4.825157423,31.250873436857503,6.138278745532386
4.836267986,31.41312975162698,6.173736460330684
4.847168556,31.575011549480124,6.209173800956912
4.857862207,31.7365139761846,6.244589295945259
4.868352105,31.897632555681938,6.279981540657514
4.878641474,32.058363872417175,6.315349297268085
4.88873218,32.21871572617325,6.3506930695711326
4.898624151,32.378702524731146,6.3860144841688715
4.908317252,32.53833866023586,6.421315186857833
4.917811422,32.697638755498225,6.456596869006042
4.927106674,32.856617645454044,6.491861263075965
4.936203089,33.01529032666682,6.527110135191307
4.945231319,33.17612435052466,6.562876173570783
