RDG,DATE,TIME,CFLAG,CLSDP,CVP,DFLAG,NMECH,P0001,P0002,P1101,P1102,P1103,P1104,P1105,P1106,P1107,P1108,P1109,P1110,P1111,P1201,P1202,P1203,P1204,P1205,P1206,P1207,P1208,P1209,P1210,P1211,P1301,P1302,P1303,P1304,P1305,P1306,P1307,P1308,P1309,P1310,P1401,P1402,P1403,P1404,P1405,P1406,P1407,P1408,P1409,P1410,P2101,P2102,P2103,P2104,P2105,P2106,P2107,P2108,P2109,P2110,P2111,P2201,P2202,P2203,P2204,P2205,P2206,P2207,P2208,P2209,P2210,P2211,P2400,P2401,P2402,P2403,P2404,P2405,P2406,P2601,P2602,P2603,P2604,P2605,P2701,P2702,P2703,P2704,P2705,P3101,P3102,P3103,P3104,P3105,P3106,P3107,P3200,P3201,P3202,P3203,P3204,P3205,P3206,P3207,P3208,P3209,P3210,P3211,P3212,P3213,P3214,P3215,P3216,P3217,P3218,P3219,P3220,P3221,P3222,P3223,P3224,P3225,P3226,P3227,P3228,P3229,P3230,P3231,P3232,P3233,P3234,P3235,P3236,P3237,P3238,P3239,P3250,P3251,P3252,P3253,P3254,P3255,P3256,P3257,P3258,P3259,P3260,P3261,P3501,P3502,P3503,P3504,P3601,P3602,P3603,P3604,P3605,P3606,P3607,P3608,P3609,P3610,P3611,P3612,P3613,P3614,P3615,P3616,P3617,P3618,P3619,P3620,P3621,P3622,P3623,P3624,P3625,P3626,P3627,P3628,P3629,P3630,P3631,P3632,P3633,P3634,P3635,P3636,P3650,P3651,P3652,P3653,P3654,P3655,P3656,P3657,P6100,P6101,P6102,P6103,P6104,P6105,P6106,P6107,P6108,P6200,P6201,P6202,P6203,P6204,P6205,P6206,P6207,P6208,P6300,P6301,P6302,P6303,P6304,P6305,P6306,P6307,P6308,P6309,P6310,P6311,P6312,P6313,P6314,P6315,P6316,P6317,P6318,P6319,P6320,P6321,P6322,P6323,P6324,P6325,P6326,P6327,P6328,P6329,P6330,P6331,P6332,P6333,P6334,P6335,P6336,P6337,P6338,P6339,P6340,P6341,P6342,P6343,P6344,P6400,P6401,P6402,P6403,P6404,P6405,P6406,P6407,P6408,P6409,P6410,P6411,P6412,P6413,P6414,P6415,P6416,P6417,P6418,P6419,P6420,P6421,P6422,P6423,P6424,P6425,P6426,P6427,P6428,P6429,P6430,P6431,P6432,P6433,P6434,P6435,P6436,P6437,P6438,P6439,P6440,P6441,P6442,P6443,P6444,P7011,P7012,P7013,P7021,P7022,P7023,P7031,P7032,P7033,P7041,P7042,P7043,P7051,P7052,P7053,P7061,P7062,P7063,P7071,P7072,P7073,P7081,P7082,P7083,P7091,P7092,P7093,P7101,P7102,P7103,P7111,P7112,P7113,P7121,P7122,P7123,PBAROM,PEV11,PEV12,PEV13,PEV21,PEV22,PEV23,PEV31,PEV32,PEV33,PMV101,PMV102,PMV103,PMV104,PMV105,PMV106,PMV107,PMV108,PMV109,PMV201,PMV202,PMV203,PMV204,PMV205,PMV206,PMV207,PMV208,PMV209,PO011,PO012,PO013,PO014,RH0,T0001,T0002,T7011,T7012,T7021,T7022,T7031,T7032,T7041,T7042,T7051,T7052,T7061,T7062,T7071,T7072,T7081,T7082,T7091,T7092,T7101,T7102,T7111,T7112,T7121,T7122,TCEX1,TCIN1,TCKN1,TM2601,TM2602,TM2701,TM2702,TM4201,TM4202,TM4203,TM4204,TMEV1,TMEX01,TMEX02,TMEX03,TMEX04,TMEX05,TMEX06,TO011,TO012,UFLAG,DATETIME,P00,T00,AMFN2,AMFO2,AMFAR,AMFCO2,AMFH20,A00,RHO00,GAMMA00,H00,MU00,P07WR,T07WR,P07,T07,A07,RHO07,GAMMA07,H07,MU07,MDOT,NCRPM,NC,MDOTC,TPR70,TTR70,ETA70,ETAPOLY70,MACHU2,P3HUB,P3SHRD,P3,P03MV1,P03MV2,P03,M3,TPR30,TTR30,ETA30,A03,RHO03,GAMMA03,H03,MU03,P06,B2,TCEXSET
3840,04/04/13,09:57:37,1,0.523299999999999,93.6976,1,14984.7,11.0812,11.081,11.0597,11.0489,11.0298,11.0122,10.9504,10.6541,10.6101,10.585,10.561,10.5104,10.5229,11.0649,11.0515,11.0323,11.0137,10.9476,10.6543,10.6124,10.5859,10.563,10.5315,10.5256,11.0552,11.0418,11.0251,11.0046,14.3417,10.8478,11.0179,10.7658,10.7789,10.8044,11.0559,11.0451,11.0286,11.0071,13.9726,10.8463,10.7904,10.7661,10.7757,12.0222,10.7875,11.1272,11.3047,11.6207,12.0475,12.9167,14.0452,15.3455,17.202,18.224,18.6647,10.795,11.1445,11.322,11.6222,12.088,12.8985,14.0468,15.3292,17.026,18.1677,18.5972,19.465,18.7362,18.674,19.0282,19.3055,19.6038,19.381,17.8102,18.1957,18.266,18.231,18.417,18.3972,18.488,18.532,14.8352,18.969,19.4797,19.2062,18.902,19.1248,19.5933,20.3988,20.5915,18.6455,21.1155,21.782,21.789,21.1827,20.7607,20.2505,19.402,18.377,14.861,12.68,16.416,18.6318,21.768,21.238,19.1935,16.1395,9.13875,5.99325,6.87,14.8967,16.861,17.7657,18.884,18.988,18.8255,7.1925,9.32875,13.5565,16.6542,14.8785,13.7455,10.621,8.3265,8.62075,15.64,17.8092,19.007,19.0658,17.529,19.227,19.072,19.395,19.9552,17.246,19.2428,19.0562,12.4548,8.1755,15.8815,18.9795,19.3403,20.53,18.9812,19.577,20.675,20.4228,22.182,22.2737,22.805,21.9602,20.4375,19.1392,19.1402,14.1815,15.8975,18.5285,22.1372,21.9832,18.4792,16.96,11.838,8.6705,14.965,17.6143,18.828,18.7245,18.8027,7.0825,14.2525,16.3235,13.5582,12.8282,11.7045,13.0693,11.9807,7.47875,15.2062,17.661,18.8105,18.7967,17.916,19.0875,19.8525,16.9292,18.9063,11.738,16.6182,18.5695,18.8962,19.3305,19.7178,19.147,19.635,19.952,19.3165,19.446,19.6493,19.352,18.64,18.9718,18.8237,18.9035,18.9637,19.0483,18.919,18.9327,18.888,19.027,19.8542,20.0623,20.2575,20.377,19.4177,20.1412,20.2335,20.3363,20.3417,19.2932,19.9722,19.9102,20.2743,20.1805,20.3822,20.3692,20.427,20.4195,20.3857,20.361,20.3997,20.4058,20.3937,20.3615,20.4387,20.4123,20.3878,20.2315,14.446,19.8345,20.4187,20.4207,20.3735,20.3657,20.3995,20.3915,20.4002,20.412,20.3843,20.3897,20.3585,20.4695,20.3942,20.388,18.991,19.8115,20.022,20.1625,20.3382,19.2782,19.823,20.1795,20.316,20.3495,19.1828,19.8455,20.033,20.0767,20.2992,20.376,20.372,20.4155,20.399,20.3892,20.3835,20.4287,20.406,20.3735,20.3857,20.4227,20.3985,20.3832,19.732,19.7175,19.6397,20.3945,20.3913,20.3915,20.3445,20.4067,20.4355,20.295,20.3802,20.4157,20.412,20.3417,20.3805,20.377,20.4513,21.6892,21.8428,21.557,21.7083,21.84,21.8692,20.6528,20.6672,20.867,21.4395,21.3805,21.5142,21.5173,21.7845,21.6243,22.1467,22.1145,21.9792,20.5042,20.6227,20.7565,20.3263,20.476,20.72,21.2355,21.373,21.329,21.3258,21.393,21.3783,20.4338,20.501,20.5807,20.699,20.8182,21.0605,14.4414,20.7795,21.4045,21.8498,20.759,21.1563,21.9355,21.154,21.6453,22.2598,23.1665,27.2267,26.9785,27.2323,27.597,28.118,27.84,26.3575,21.6628,21.9125,26.4182,26.629,27.0955,27.4562,27.841,27.5907,26.2477,21.9055,-0.00178244,0.00921808,0.571354,0.571408,19.127,500.313,500.414,663.549,661.855,665.995,666.292,658.765,657.994,662.057,660.159,663.528,661.757,664.578,664.297,658.455,658.919,658.267,659.637,662.616,661.558,663.274,662.253,660.161,659.759,660.636,660.996,9.01941,8.87326,7.17817,209.14,218.88,212.363,219.957,190.694,191.793,188.442,189.244,199.852,52.7718,127.108,170.767,187.922,186.127,174.16,494.245,494.648,0,2013-04-04 09:57:37,11.0811,500.3635,0.779187042540232,0.2089582094297905,0.0093119112182286,0.0003841709096945,0.0021586649042129,1097.297091069455,0.0597492463214156,1.401847994981675,121.02457308552756,1.174785999461406e-05,21.23019484879977,661.6231786506028,21.21764642401456,661.5481124283203,1260.9900318673522,0.0865244727716563,1.3985279410413791,159.85524619659338,1.4578857304001024e-05,4.885439097127158,15251.69341517155,69.99721609606476,6.36883084972825,1.9158923616608248,0.322285056065446,0.6320246655305738,0.6637061652645614,0.0009225204633073,19.61392913041681,14.87295448166439,17.2434418060406,27.34816381645781,27.05420600618598,27.20118491132189,0.8334264284346942,2.454736886348999,0.322285056065446,0.905617841141756,1261.2464690996264,0.1108545003466916,1.398969005001906,159.82999708921062,1.458204886099198e-05,21.438188888888888,0.609,12.01941
3842,04/04/13,10:05:06,1,0.513300000000001,58.0573,1,14970.1,10.9909,10.9926,10.9714,10.961,10.9422,10.9261,10.8677,10.5814,10.54,10.5168,10.4933,10.4467,10.459,10.9769,10.9636,10.9456,10.9269,10.8648,10.5805,10.5407,10.5143,10.4928,10.4627,10.4566,10.967,10.954,10.9387,10.9193,14.3376,10.7693,10.88,10.691,10.7044,10.7294,10.9678,10.9571,10.9406,10.9208,13.8666,10.7682,10.7144,10.6909,10.7006,11.9697,10.7405,11.0848,11.2662,11.5835,11.992,12.8365,13.944,15.2428,17.095,18.1355,18.589,10.7483,11.093,11.2743,11.5717,12.02,12.8257,13.9572,15.2575,16.9837,18.1327,18.579,19.3997,18.71,18.6348,18.9385,19.1695,19.4502,19.294,17.699,18.085,18.1555,18.1122,18.2945,18.2773,18.3672,18.4107,14.829,18.8452,19.387,19.2323,18.8878,19.0415,19.4385,20.1957,20.4792,19.1005,21.113,21.6313,21.5445,20.9245,20.5343,20.0475,19.379,18.6828,17.4987,13.04,19.699,21.2792,21.612,21.245,19.646,17.6537,14.452,13.4302,15.2552,18.848,19.8762,20.423,21.1952,21.4152,21.4137,14.1795,10.2207,13.6858,19.1795,19.2277,18.6318,16.2285,16.0885,16.891,19.0093,20.478,21.5063,21.3835,19.879,19.3403,19.0815,19.316,19.8005,18.2213,19.4557,19.109,17.6057,15.3012,17.5322,21.4825,21.6595,20.433,18.9602,19.4285,20.5612,20.5823,22.0677,22.1343,22.5395,21.6887,20.217,19.1245,19.3503,14.979,19.3027,21.2092,22.0145,21.9245,19.142,18.375,16.8055,15.2752,19.0667,20.3255,21.1378,21.271,21.3468,12.8432,14.3755,18.2048,18.1823,18.5285,18.0595,18.3783,17.1992,16.4042,18.56,20.3385,21.3505,21.2572,20.5365,19.1073,19.6962,18.0855,18.984,17.5627,18.0625,21.2095,21.2122,21.8147,21.9732,21.664,22.0868,22.3463,21.6332,21.8552,22.0557,21.892,21.2682,21.351,21.3547,21.3967,21.505,21.304,21.432,21.4998,21.638,21.4202,21.8315,22.0707,22.2932,22.4487,21.5095,22.0653,22.196,22.3705,22.4242,21.9532,22.2735,22.1513,22.3465,22.3925,22.4462,22.4437,22.4897,22.4805,22.4715,22.4408,22.442,22.4545,22.4287,22.4233,22.4837,22.4755,22.45,22.4145,14.4567,22.059,22.474,22.4618,22.4307,22.4375,22.459,22.445,22.4513,22.477,22.4295,22.4537,22.3862,22.5372,22.4467,22.4265,21.3708,21.8202,22.0233,22.2072,22.3805,21.3452,21.7717,22.1442,22.3337,22.4097,21.8337,22.1122,22.2825,22.1685,22.3842,22.4315,22.4357,22.4725,22.4595,22.4612,22.4685,22.4893,22.4608,22.4438,22.4562,22.5087,22.4532,22.4412,21.9072,22.0173,21.885,22.4527,22.462,22.4425,22.4315,22.4655,22.4945,22.3617,22.447,22.4847,22.468,22.4247,22.441,22.4387,22.4932,23.6095,23.7057,23.4072,23.9032,23.954,23.8605,22.5925,22.6728,22.8277,23.7362,23.7142,23.2232,23.3615,23.6362,23.52,23.7617,23.8597,23.7013,22.4835,22.5632,22.624,22.3932,22.56,22.8565,22.7062,22.8097,23.2805,23.2935,23.3002,23.492,22.592,22.6278,22.712,23.0495,23.0872,23.139,14.4394,22.857,23.376,23.7692,22.54,23.017,23.802,23.142,23.5895,24.2857,23.1505,27.2542,27.0162,27.1622,27.5435,28.0287,27.755,26.268,21.6687,22.0962,26.5255,26.789,27.1112,27.4747,27.8647,27.596,26.2802,21.9452,5.09307e-05,0.00990942,0.539643,0.539833,19.0781,499.921,499.964,662.9,661.81,664.411,664.538,658.367,658.63,662.756,660.485,662.979,661.293,663.324,663.475,659.263,659.952,659.414,660.861,661.076,662.332,664.366,663.894,662.179,661.627,663.051,662.703,8.90436,8.80138,7.12191,209.198,218.638,212.191,219.452,191.266,192.632,190.906,192.376,200.051,52.0158,126.975,170.785,188.377,187.557,174.851,494.582,494.901,0,2013-04-04 10:05:06,10.99175,499.9425,0.779205179202485,0.2089630732227728,0.0093121279659149,0.0003841798518068,0.0021354387591557,1096.830530117236,0.0593178364678663,1.4018448926130074,120.91012261424348,1.1740041828155447e-05,23.20351170096848,661.9689191068857,23.187097771464643,661.9003116570602,1261.3953027960983,0.094516732513064,1.3986630869553396,159.91620493191635,1.4585702780790463e-05,4.74991856968246,15243.31459787169,69.95876175075354,6.239849310037749,2.110993399683261,0.3240901085762576,0.7328404816039438,0.7591488231235632,0.0009223997625593,19.65795969674739,14.851709339149677,17.25483451794853,27.3017835977759,27.104542503183136,27.20316305047952,0.8328944345530889,2.4748709760028675,0.3240901085762576,0.9100811344397922,1261.5672804513245,0.1108054784557474,1.3989581330342309,159.89931874503023,1.4587840552980696e-05,23.37537777777777,0.609,11.90436
3843,04/04/13,10:08:37,1,0.5167000000000002,48.5535,1,14981.9,11.042,11.0435,11.0236,11.0126,10.9945,10.9788,10.9221,10.644,10.6046,10.5805,10.5592,10.5142,10.5265,11.0284,11.0156,10.9977,10.9796,10.9174,10.6427,10.6035,10.579,10.5575,10.5304,10.5256,11.0194,11.0065,10.991,10.9719,14.3396,10.8259,10.8645,10.7501,10.7627,10.7883,11.0198,11.0095,10.9938,10.9747,13.8209,10.8246,10.7721,10.7492,10.7587,12.01,10.8193,11.17,11.36,11.6792,12.0868,12.9277,14.0378,15.3472,17.2242,18.2965,18.7805,10.829,11.1762,11.3637,11.658,12.1047,12.9163,14.05,15.374,17.1412,18.329,18.7862,19.5845,18.9123,18.8125,19.0922,19.2915,19.578,19.465,17.83,18.2145,18.2878,18.2452,18.431,18.408,18.4993,18.5445,14.8455,18.9852,19.5372,19.4772,19.0895,19.1973,19.5647,20.2962,20.6582,19.6665,21.3913,21.7957,21.622,20.9837,20.6108,20.1367,19.5868,19.0982,18.4772,14.392,20.9455,22.3142,21.7712,21.508,20.1307,18.499,15.9667,15.2533,17.2482,20.2143,21.0605,21.5365,22.2312,22.4335,22.4247,16.7855,13.3835,14.1912,19.789,20.1102,19.784,18.279,18.242,18.665,20.3468,21.6027,22.4797,22.3865,20.8422,19.6462,19.318,19.4902,19.9245,18.9847,19.8218,19.375,19.1957,17.5338,18.411,22.5208,22.6395,20.6068,19.1593,19.5495,20.735,20.9602,22.264,22.295,22.599,21.7367,20.29,19.3257,19.705,15.7472,20.5492,22.2535,22.194,22.1545,19.7477,19.225,18.1095,17.179,20.4262,21.4517,22.1737,22.3097,22.3797,15.741,14.81,18.7495,18.9967,19.4675,19.196,19.6388,18.9545,18.2997,19.9287,21.488,22.3675,22.277,21.6005,19.3457,19.815,18.8923,19.2547,19.1602,18.918,22.2335,22.226,22.8065,22.965,22.693,23.0758,23.303,22.65,22.8918,23.0588,22.8482,22.3135,22.401,22.413,22.4755,22.5022,22.3135,22.4735,22.5112,22.601,22.5107,22.8792,23.0812,23.2522,23.3682,22.4907,22.9562,23.091,23.2903,23.3608,22.8775,23.1995,23.0815,23.2782,23.3172,23.3622,23.349,23.4075,23.4045,23.3952,23.3813,23.38,23.3862,23.355,23.3487,23.4145,23.4087,23.3713,23.377,14.4572,23.0357,23.4005,23.3888,23.3533,23.3597,23.3795,23.374,23.3705,23.3972,23.3615,23.363,23.3433,23.4473,23.3742,23.354,22.4548,22.8503,23.0278,23.1663,23.3172,22.323,22.6803,23.038,23.2423,23.334,22.779,23.0462,23.213,23.1105,23.3075,23.357,23.361,23.3993,23.3787,23.384,23.391,23.4212,23.3835,23.3667,23.3827,23.4387,23.3802,23.365,22.9028,22.9395,22.8575,23.3707,23.382,23.3687,23.36,23.3907,23.4233,23.297,23.3662,23.4085,23.391,23.3425,23.36,23.3662,23.4172,24.4632,24.4907,24.2435,24.7072,24.771,24.6535,23.4597,23.5397,23.7143,24.1685,24.1733,24.1172,24.1675,24.5,24.405,24.6663,24.7668,24.623,23.4115,23.4905,23.5472,23.3042,23.465,23.725,23.6702,23.7507,24.155,24.24,24.2665,24.3832,23.6208,23.621,23.67,24.0763,24.086,24.004,14.4392,23.6698,24.2565,24.6897,23.4012,23.848,24.6005,23.9788,24.4167,25.2067,23.383,27.5343,27.3165,27.4542,27.8382,28.2945,28.0205,26.5325,21.942,22.4357,26.8605,27.1725,27.412,27.777,28.171,27.8845,26.5817,22.2113,-0.0013241,0.00995552,0.530407,0.530803,19.0879,499.642,499.677,663.064,661.996,664.247,664.366,659.08,659.48,661.76,660.615,663.812,662.11,664.085,664.244,660.262,660.914,660.379,661.797,662.173,663.037,665.087,664.671,663.077,662.33,663.841,663.109,8.89633,8.80156,7.13812,209.604,219.036,212.609,219.661,192.372,193.945,192.74,194.387,200.928,51.7833,127.558,171.699,189.679,188.908,175.395,494.363,494.757,0,2013-04-04 10:08:37,11.04275,499.6595,0.7792302117445127,0.2089697863158738,0.0093124271249053,0.0003841921938684,0.002103381622943,1096.5159209826606,0.0596277277210882,1.4018602558236646,120.8224782383676,1.1734927462782348e-05,24.075002774270096,662.5281724550866,24.061475953397267,662.4777740100101,1261.9522514750745,0.0979842186169308,1.3987095355318804,160.02804839571695,1.45955151420952e-05,4.711228493457618,15259.706970532528,70.03399408202546,6.158624660596522,2.1801637068909554,0.3259593232092788,0.7637754884067784,0.7879999658751194,0.0009236395564206,19.907992516137416,15.013064469967732,17.460528493052575,27.582080718110145,27.420718814103864,27.501399766107006,0.831995753166064,2.49044846311897,0.3259593232092788,0.9120462194221728,1262.0997921217163,0.1119265682919697,1.3989617560800225,160.0136169164684,1.4597345252252603e-05,24.229766666666663,0.609,11.89633
3844,04/04/13,10:13:00,1,0.520500000000002,31.0559,1,14984.2,10.9381,10.9375,10.92,10.9103,10.8939,10.8798,10.8286,10.5772,10.541,10.52,10.5028,10.4647,10.4785,10.9255,10.9131,10.8968,10.88,10.825,10.575,10.5392,10.5163,10.4994,10.477,10.4767,10.9163,10.9042,10.8906,10.8733,14.3366,10.7406,10.8641,10.6724,10.6841,10.7077,10.9171,10.9073,10.8923,10.8756,13.7641,10.7399,10.6923,10.6706,10.6801,11.9504,10.7867,11.1347,11.3383,11.66,12.0527,12.8202,13.9187,15.239,17.1275,18.2785,18.8037,10.803,11.1462,11.3422,11.6202,12.0617,12.811,13.9247,15.2877,17.1075,18.3657,18.892,19.527,18.918,18.774,18.9965,19.127,19.3997,19.3755,17.7025,18.0863,18.1552,18.1172,18.2973,18.2745,18.3722,18.4112,14.8305,18.8442,19.4357,19.5905,19.1248,19.117,19.374,20.0243,20.5465,20.2337,21.474,21.6097,21.2475,20.5863,20.2873,19.8682,19.623,19.6025,20.09,19.3685,22.6185,23.6248,21.5435,21.5575,20.6435,19.6022,18.408,18.5373,20.4137,22.1027,22.6595,23.0115,23.5607,23.7157,23.7125,19.7708,18.178,17.4607,21.1695,21.6332,21.5952,20.9417,20.918,21.199,22.1937,23.084,23.7175,23.7102,22.1825,19.9067,19.407,19.4087,19.6992,20.0745,20.186,19.516,21.4438,20.503,19.7757,23.7943,23.9457,20.4855,19.188,19.3485,20.616,21.1938,22.1765,22.117,22.1787,21.2907,19.9727,19.3818,20.081,19.445,22.302,23.5802,21.9408,22.0647,20.4678,20.345,19.8007,20.2402,22.2965,22.946,23.518,23.6208,23.6735,19.3512,18.7775,20.4432,20.6882,21.1135,21.1065,21.5347,21.2822,20.9462,21.8517,23.0037,23.681,23.6135,23.103,19.431,19.5992,20.0527,19.4057,21.4667,20.2485,23.578,23.5972,24.0605,24.1945,23.9635,24.326,24.5095,23.9152,24.138,24.3015,24.1135,23.6318,23.6917,23.722,23.801,23.8137,23.6147,23.7843,23.81,23.9322,23.7647,24.0077,24.1908,24.355,24.4788,23.741,24.1087,24.2307,24.4107,24.4678,24.1257,24.338,24.243,24.3923,24.4322,24.4665,24.4677,24.5125,24.5117,24.4998,24.484,24.4853,24.4858,24.4597,24.4537,24.4993,24.5152,24.479,24.4895,14.459,24.2272,24.5,24.4905,24.4627,24.473,24.4867,24.4807,24.4755,24.4993,24.4688,24.4765,24.4237,24.5465,24.4855,24.4643,23.7342,24.0033,24.1457,24.2917,24.4152,23.5915,23.8377,24.184,24.3638,24.4443,24.046,24.2192,24.3468,24.2577,24.4135,24.4462,24.459,24.4967,24.4802,24.4897,24.4982,24.5217,24.48,24.468,24.4823,24.533,24.4665,24.4707,24.088,24.1535,24.0685,24.4827,24.4867,24.477,24.4777,24.4982,24.5273,24.4055,24.4745,24.5162,24.496,24.4632,24.4885,24.4757,24.5165,25.5187,25.5285,25.234,25.7205,25.7282,25.6307,24.5842,24.649,24.748,25.175,25.152,25.0395,25.0677,25.2767,25.268,25.466,25.5767,25.507,24.5007,24.5562,24.5837,24.399,24.533,24.7132,24.6675,24.7447,25.1242,25.1685,25.1637,25.332,24.734,24.712,24.7627,25.3177,25.2743,25.0702,14.4383,24.7115,25.2315,25.6197,24.4637,24.828,25.5408,25.038,25.3365,26.0408,23.2505,27.4545,27.3193,27.441,27.795,28.1812,27.9303,26.495,22.0505,22.413,26.7417,27.2325,27.396,27.7412,28.1185,27.8825,26.618,22.2925,-0.000560193,0.0111078,0.477115,0.479222,19.082,499.455,499.522,664.834,664.301,665.07,665.203,661.568,661.74,663.201,662.22,664.487,663.296,664.898,665.259,662.217,662.83,662.705,663.851,663.458,664.45,665.948,665.858,664.654,664.219,665.635,664.861,8.93857,8.82968,7.18882,210.114,219.529,213.069,220.061,194.393,196.239,195.481,197.24,202.02,51.7052,129.36,173.448,191.592,190.587,175.795,494.554,494.881,0,2013-04-04 10:13:00,10.9378,499.4885,0.7792259691035371,0.2089686485471313,0.0093123764219367,0.0003841901020738,0.0021088148274295,1096.3276646053691,0.0590809553091773,1.4018477751723153,120.78542672066114,1.173164493979217e-05,25.075979895032727,664.0668112688434,25.063670288353844,664.0310191509898,1263.441775436438,0.1018201506528148,1.3987252959764087,160.39963049017385,1.4621431150740924e-05,4.476698091077422,15264.67034849005,70.05677336495502,5.907213867997628,2.292598136282683,0.3294936945872495,0.8104218991755876,0.8310590590983665,0.0009241058362475,19.968046622132547,15.020665354955362,17.494355988543955,27.52766793455244,27.40212007305553,27.464894003803987,0.828834545566241,2.5110071498659683,0.3294936945872495,0.9115786555436132,1263.5449752378777,0.1115181551781464,1.3989001480133931,160.38962927227698,1.4622703913128496e-05,25.20116666666667,0.609,11.93857
3845,04/04/13,10:17:56,1,0.5216999999999992,26.99,1,14977.4,11.0636,11.0659,11.048,11.0391,11.0225,11.0093,10.9598,10.7197,10.686,10.6666,10.6522,10.6186,10.6347,11.0531,11.0416,11.0255,11.0092,10.9556,10.7176,10.6846,10.6626,10.6491,10.6319,10.635,11.0439,11.0327,11.0196,11.003,14.3408,10.8767,10.8582,10.8109,10.8223,10.8444,11.0454,11.0366,11.0214,11.0062,13.704,10.8753,10.8292,10.8091,10.8176,12.0432,10.9552,11.291,11.502,11.8422,12.2262,12.9607,14.0625,15.4265,17.3545,18.5548,19.124,10.9737,11.3057,11.5085,11.798,12.2393,12.9528,14.0602,15.472,17.3673,18.697,19.252,19.786,19.2137,19.0405,19.2317,19.3142,19.5685,19.611,17.897,18.2882,18.3577,18.3217,18.5022,18.483,18.575,18.611,14.8562,19.0565,19.63,19.9317,19.4172,19.3585,19.5583,20.1733,20.7775,20.7733,21.8355,21.841,21.3515,20.6895,20.4128,20.0075,19.9295,20.1315,20.9732,20.5955,23.387,24.2917,21.7332,21.9097,21.2257,20.4832,19.7825,20.0635,21.5667,22.9562,23.4342,23.749,24.24,24.378,24.389,20.8455,19.539,18.8498,22.0485,22.4982,22.4942,21.9665,21.93,22.1922,23.03,23.8067,24.3902,24.3848,22.8395,20.312,19.7437,19.672,19.9015,20.8477,20.6555,19.8955,22.3647,21.6065,20.5623,24.45,24.6085,20.7097,19.4683,19.527,20.853,21.595,22.4975,22.3457,22.262,21.3608,20.0877,19.674,20.557,20.6595,23.1122,24.2447,22.0755,22.3057,21.0903,21.0985,20.7412,21.4478,23.0898,23.6867,24.1905,24.2952,24.3425,20.5362,20.144,21.4097,21.6045,21.9928,22.031,22.4198,22.2472,21.9845,22.7195,23.7347,24.3477,24.286,23.823,19.777,19.7935,20.8225,19.7952,22.3792,21.0443,24.2435,24.3013,24.7282,24.834,24.63,24.9832,25.1472,24.5745,24.791,24.952,24.785,24.297,24.3582,24.398,24.469,24.4742,24.288,24.452,24.4712,24.6052,24.4327,24.641,24.8188,24.9917,25.1185,24.4205,24.7603,24.878,25.0538,25.1025,24.7905,24.9767,24.8962,25.0295,25.0685,25.1005,25.1167,25.1552,25.1477,25.1407,25.1202,25.1112,25.1255,25.098,25.09,25.1275,25.1412,25.114,25.1178,14.4618,24.8705,25.1367,25.1213,25.095,25.1007,25.1132,25.1155,25.1057,25.1227,25.1012,25.1095,25.0485,25.1733,25.1195,25.091,24.4007,24.642,24.777,24.9233,25.0497,24.2805,24.5028,24.826,24.998,25.071,24.6947,24.8542,24.983,24.8995,25.0477,25.0837,25.0933,25.1302,25.1105,25.1197,25.132,25.15,25.1103,25.1003,25.116,25.1647,25.1065,25.106,24.7285,24.8162,24.703,25.1185,25.1172,25.1082,25.1157,25.1327,25.1542,25.0357,25.1042,25.1507,25.1262,25.107,25.1108,25.1038,25.144,26.1517,26.163,25.8502,26.352,26.3417,26.2458,25.264,25.3172,25.3682,25.7107,25.6992,25.6112,25.6493,25.8312,25.846,26.0205,26.0945,26.068,25.1275,25.182,25.2002,25.0227,25.1462,25.2815,25.2598,25.3375,25.6932,25.7507,25.752,25.9107,25.3568,25.3177,25.3918,25.9192,25.8807,25.6957,14.4383,25.3263,25.836,26.2015,25.0545,25.4282,26.0965,25.6535,25.8902,26.5658,23.508,27.7555,27.6982,27.804,28.1493,28.5145,28.3255,26.919,22.4322,22.7585,27.0127,27.621,27.7502,28.076,28.4482,28.254,27.0015,22.6645,-0.00142595,0.0100016,0.462419,0.464603,19.0566,499.643,499.675,666.158,665.628,665.803,665.996,662.864,662.968,663.986,663.159,665.164,664.06,665.469,665.946,663.339,663.917,663.97,664.93,664.551,665.556,667.036,666.973,665.729,665.434,666.328,665.872,9.02533,8.86715,7.28159,210.774,220.291,213.738,220.709,196.606,198.309,197.578,199.099,202.923,51.6408,131.734,175.686,193.815,192.386,176.467,495.204,495.598,0,2013-04-04 10:17:56,11.06475,499.659,0.7792361981234331,0.2089713917109225,0.0093124986669433,0.0003841951453967,0.0020957153553998,1096.5144391988033,0.0597468006168698,1.401864088895762,120.8176008309268,1.1734962573618318e-05,25.673845319275173,665.0624888886024,25.662879666401164,665.0348886070274,1264.399380773385,0.1040913476214305,1.3987327582286733,160.6300538103276,1.4638215888628764e-05,4.405750472586571,15255.144142891111,70.01305311345685,5.747826596002517,2.320327645837021,0.331032742107322,0.8198103383334981,0.8396949910184852,0.0009233605290625,20.302350888871956,15.249921985332689,17.77613643710232,27.89099901607788,27.74984753390042,27.820423274989157,0.8258059058937173,2.514329133056703,0.331032742107322,0.9088265915438486,1264.4923136358473,0.1127924334671396,1.398889291866242,160.62110297498012,1.4639357782100464e-05,25.783611111111117,0.609,12.02533
