x,y,z
2.04335233,0.434144814,19.6168877
2.10494584,0.491614926,19.6258324
2.16684563,0.548195547,19.6343956
2.22966629,0.603062157,19.6427288
2.2925716,0.656987784,19.650707
2.35544178,0.709971436,19.6583436
2.41826098,0.761898228,19.6656646
2.48118002,0.812466693,19.6727199
2.54418665,0.861552696,19.6795187
2.60701433,0.909362826,19.6860224
2.67033002,0.954938413,19.6923507
2.73315493,0.999102686,19.6985473
2.79543681,1.04189386,19.7050241
2.85717737,1.08325372,19.7112124
2.9182196,1.12324619,19.7171376
2.97869047,1.16159164,19.7228296
3.03830793,1.19851645,19.7282576
3.09702012,1.23398764,19.7334325
3.15493207,1.26771342,19.7384004
3.21171737,1.30005938,19.7431121
3.26736185,1.33094192,19.7475854
3.32198665,1.36003788,19.7518734
3.37522092,1.38782693,19.7559213
3.42701387,1.41428382,19.7597458
3.47755595,1.43900083,19.7634178
3.52647337,1.46248379,19.7668813
3.57370854,1.48474559,19.7701496
3.61927981,1.50567246,19.773253
3.6631151,1.52530749,19.7761992
3.70507819,1.54381252,19.7789795
3.74511694,1.5612056,19.7816025
3.78323721,1.57741305,19.7840908
3.8194347,1.59237806,19.7864773
3.85354806,1.60633016,19.7887171
3.8855505,1.61926827,19.7908174
3.91540329,1.63121165,19.7927773
3.94307922,1.64216518,19.7945982
3.96863926,1.65197268,19.7963023
3.99197049,1.66080238,19.7978668
4.0130121,1.66873298,19.7992806
4.0317552,1.67574841,19.8005447
4.04817421,1.68186627,19.8016555
4.06225632,1.68708528,19.8026117
4.07398994,1.69140543,19.8034119
4.08336024,1.69483629,19.8040532
4.09035459,1.69738679,19.8045333
4.09496818,1.6990645,19.8048507
4.09685691,1.69970944,19.8049843
4.0987534,1.70027452,19.8051255
4.10065146,1.7007579,19.8052739
4.10254484,1.70115799,19.8054291
4.10442735,1.70147351,19.8055906
4.10629281,1.70170344,19.8057577
4.10813513,1.70184705,19.80593
4.10994826,1.70190389,19.8061068
4.11172628,1.7018738,19.8062877
4.11346338,1.7017569,19.806472
4.11515389,1.70155361,19.8066591
4.11679228,1.70126463,19.8068483
4.1183732,1.70089092,19.8070391
4.11989152,1.70043374,19.8072309
4.12134228,1.69989463,19.8074229
4.12272076,1.69927537,19.8076145
4.12402249,1.69857802,19.8078051
4.12524323,1.6978049,19.8079941
4.12637903,1.69695856,19.8081808
4.12742621,1.6960418,19.8083646
4.12838137,1.69505763,19.8085449
4.12924144,1.69400931,19.8087211
4.13000364,1.69290027,19.8088926
4.13066551,1.69173416,19.8090588
4.13122493,1.6905148,19.8092192
4.13168011,1.68924619,19.8093732
4.1320296,1.68793249,19.8095203
4.13227229,1.68657798,19.8096601
4.13240741,1.6851871,19.8097921
4.13243457,1.68376439,19.8099158
4.13235369,1.68231447,19.8100308
4.13216507,1.68084208,19.8101368
4.13186934,1.67935202,19.8102335
4.13146749,1.67784912,19.8103204
4.13096085,1.67633828,19.8103973
4.13035109,1.67482441,19.810464
4.12964019,1.67331242,19.8105203
4.12883049,1.67180721,19.8105659
4.12792464,1.67031368,19.8106008
4.12692558,1.66883666,19.8106248
4.12583656,1.66738094,19.8106379
4.12466113,1.66595124,19.8106401
4.12340312,1.6645522,19.8106313
4.12206661,1.66318834,19.8106115
4.12065594,1.66186408,19.810581
4.1191757,1.66058371,19.8105397
4.11763068,1.65935138,19.8104879
4.11602591,1.65817107,19.8104256
4.11202489,1.65534492,19.8102607
4.1059585,1.65105893,19.8100103
4.09782952,1.64531467,19.8096746
4.08764638,1.63811893,19.8092532
4.07542078,1.62947846,19.8087461
4.06117365,1.61938871,19.8081549
4.04493053,1.60784241,19.8074814
4.02670957,1.59485068,19.8067248
4.00655162,1.58038929,19.805889
3.98445183,1.56452677,19.8049652
3.96035903,1.54742001,19.8039328
3.93440203,1.52889965,19.802814
3.90662932,1.50895269,19.8016094
3.8770833,1.48758005,19.8003173
3.84582553,1.46475923,19.7989383
3.81278751,1.44069791,19.7974422
3.77806596,1.41531616,19.7958353
3.7417737,1.38851336,19.7941423
3.7039731,1.36028067,19.7923382
3.66464656,1.330754,19.7903973
3.62384654,1.29995018,19.7883083
3.58172166,1.26772919,19.7860787
3.5383499,1.23407856,19.7836997
3.49349614,1.19948337,19.7810982
3.44749469,1.16351574,19.7783178
3.40044101,1.12613573,19.7753522
3.35211543,1.08780968,19.7721321
3.30278932,1.04821052,19.7686882
3.25260453,1.00725001,19.7650232
3.20138754,0.965301738,19.7610807
3.14940266,0.922079824,19.7568925
3.09675162,0.8775726,19.752459
3.04331201,0.83202642,19.7477422
2.98935991,0.785199755,19.7427747
2.93489094,0.73720214,19.7375385
2.87997911,0.688048419,19.7320285
2.82477689,0.637809461,19.726257
2.76854494,0.587284179,19.7200722
2.71200466,0.535679788,19.713703
2.65496428,0.48330048,19.7075462
2.59761491,0.430097511,19.7010362
2.54023213,0.375868373,19.6942318
2.48292734,0.320601979,19.6871287
2.42570117,0.264408983,19.679725
2.36783068,0.208182201,19.6719003
2.31004634,0.151218655,19.6637598
2.25212734,0.093885595,19.6552514
2.19423213,0.036050059,19.6463779
2.13655382,-0.022314116,19.6371468
2.07902025,-0.081057418,19.6275237
2.02182645,-0.140261919,19.6175179
1.96466106,-0.199530959,19.6070581
1.90796497,-0.259155302,19.596199
1.85101717,-0.318359186,19.5848105
1.79453406,-0.37773228,19.5730152
1.73802457,-0.436699648,19.5607372
1.68189311,-0.495449924,19.5480416
1.62645919,-0.553848342,19.5350594
1.57133406,-0.612123941,19.5215128
1.51677888,-0.67029988,19.5083853
1.46269811,-0.728234456,19.4960069
1.409337,-0.785905099,19.4837807
1.35657259,-0.843126541,19.4716505
1.30456281,-0.899884588,19.4596319
1.25325044,-0.956092599,19.4477186
1.20248422,-1.01149335,19.4358888
1.15260716,-1.06631317,19.424215
1.10317015,-1.12005873,19.4126344
1.05455085,-1.17295696,19.4011633
1.00687136,-1.22502225,19.3898011
0.959819641,-1.27589378,19.3784989
0.913823226,-1.32586747,19.3672987
0.868811735,-1.37475047,19.3561919
0.824745631,-1.42243737,19.3451837
0.781838253,-1.46902729,19.334271
0.740011113,-1.51439047,19.3235132
0.699192985,-1.55840478,19.3129431
0.659614592,-1.60118141,19.3026126
0.621274069,-1.64265339,19.2925444
0.583933022,-1.6825656,19.2827398
0.547935276,-1.72113186,19.273266
0.513295766,-1.75831406,19.2641439
0.479765718,-1.79384111,19.2553694
0.447486738,-1.8277817,19.2469737
0.416638459,-1.86022177,19.2389844
0.387249914,-1.89112994,19.2314028
0.359249609,-1.92039696,19.224227
0.332618914,-1.94796214,19.2174578
0.307512633,-1.97390208,19.2111081
0.283988176,-1.99821693,19.2051797
0.262055641,-2.020873,19.1996651
0.241731357,-2.04184795,19.194569
0.22299762,-2.06109423,19.1898948
0.20588822,-2.07860675,19.1856452
0.190456559,-2.0943989,19.1818228
0.17671961,-2.10845904,19.1784284
0.164685018,-2.12077086,19.1754618
0.154363435,-2.13132277,19.1729234
0.145765824,-2.14010619,19.1708131
0.138901676,-2.14711433,19.1691311
0.133778825,-2.152342,19.1678775
0.130398432,-2.15579033,19.1670511
0.12901237,-2.15714818,19.1667187
0.127582446,-2.158439,19.1663883
0.126113581,-2.15965833,19.166061
0.124610832,-2.16080198,19.165738
0.123079373,-2.16186602,19.1654204
0.121524476,-2.16284679,19.1651094
0.119951494,-2.16374092,19.1648061
0.118365841,-2.16454533,19.1645115
0.116772978,-2.16525726,19.1642266
0.115178388,-2.16587427,19.1639524
0.113587561,-2.16639424,19.16369
0.112005974,-2.16681537,19.1634401
0.110439073,-2.16713624,19.1632037
0.108892252,-2.16735573,19.1629816
0.107370836,-2.16747311,19.1627745
0.105880063,-2.16748797,19.1625832
0.104425067,-2.16740027,19.1624082
0.103010855,-2.16721031,19.1622501
0.101642298,-2.16691876,19.1621096
0.100324106,-2.16652662,19.1619869
0.099060818,-2.16603524,19.1618826
0.097856782,-2.16544633,19.161797
0.096716144,-2.16476192,19.1617303
0.095642829,-2.16398435,19.1616827
