x,y,z
0.030697324,-2.09768896,17.6667508
0.029621385,-2.09671638,17.6666512
0.028625463,-2.09565164,17.6665786
0.027712841,-2.09449823,17.666533
0.026886526,-2.09325996,17.6665146
0.026149239,-2.09194091,17.6665236
0.025503412,-2.09054542,17.6665597
0.02495117,-2.08907808,17.6666229
0.024494335,-2.08754374,17.666713
0.024134412,-2.08594745,17.6668297
0.023872587,-2.08429445,17.6669724
0.023709722,-2.0825902,17.6671409
0.023646355,-2.08084031,17.6673344
0.023682695,-2.07905055,17.6675524
0.023818623,-2.07722679,17.667794
0.02405369,-2.07537506,17.6680586
0.024387122,-2.07350145,17.6683452
0.024817822,-2.07161213,17.6686529
0.02534437,-2.06971333,17.6689806
0.025965031,-2.06781128,17.6693273
0.026677761,-2.06591227,17.6696918
0.027480212,-2.06402253,17.670073
0.02836974,-2.0621483,17.6704695
0.029343414,-2.06029575,17.6708801
0.030398025,-2.05847097,17.6713035
0.032912339,-2.05431311,17.6722899
0.036724637,-2.04801087,17.6737846
0.041835986,-2.0395651,17.6757872
0.048243126,-2.02898429,17.678295
0.055941673,-2.01627872,17.6813049
0.064925984,-2.00146034,17.6848128
0.075186578,-1.98454056,17.688814
0.086704651,-1.96552601,17.6933022
0.099466614,-1.94443037,17.6982709
0.113522821,-1.92132286,17.7037208
0.12891277,-1.89626614,17.7096517
0.145542731,-1.86921464,17.7160467
0.163379506,-1.8401758,17.7228958
0.182420904,-1.80918519,17.7301921
0.202629467,-1.7762503,17.7379239
0.224287642,-1.74165055,17.7461233
0.247213644,-1.705279,17.7547605
0.27128643,-1.66707897,17.7638127
0.296469451,-1.62707272,17.7732673
0.323067044,-1.58556357,17.7831657
0.350979921,-1.54252055,17.7934894
0.380001006,-1.49783614,17.8041965
0.41014185,-1.45156751,17.8152841
0.441629697,-1.40397696,17.8267848
0.474253788,-1.35494353,17.8386477
0.507921154,-1.30445713,17.8508369
0.542852892,-1.25275858,17.8633739
0.578952552,-1.19982593,17.8762151
0.616071582,-1.14559171,17.8892925
0.654513817,-1.0903896,17.9026366
0.694072076,-1.03413884,17.916186
0.734635566,-0.976736497,17.929895
0.776645487,-0.918675629,17.9438129
0.819661093,-0.859603374,17.9577818
0.863952689,-0.799852724,17.9718725
0.909609508,-0.739589854,17.9861086
0.956283251,-0.678579456,18.0004195
1.00463488,-0.617516396,18.0149651
1.05412552,-0.556018971,18.0296501
1.10461505,-0.494100126,18.0444662
1.15613202,-0.431864197,18.0594657
1.20853421,-0.369301135,18.0746584
1.26177731,-0.306428119,18.0900025
1.31586131,-0.243369856,18.1055109
1.37136187,-0.180341669,18.1213417
1.42761912,-0.117695084,18.1373428
1.4849203,-0.055799681,18.1536078
1.54319577,0.005537969,18.170512
1.60237156,0.066373308,18.1878558
1.66306844,0.12610965,18.2049788
1.7245341,0.185412395,18.2217637
1.78743303,0.243384299,18.2383591
1.85102549,0.300789361,18.2545521
1.91542916,0.357274009,18.270372
1.98048195,0.412953472,18.2857723
2.04622713,0.467597854,18.3007838
2.11261922,0.521085527,18.3154274
2.17957,0.57336175,18.329716
2.24749551,0.623660979,18.3438064
2.31567834,0.672731223,18.3575445
2.38439326,0.719994956,18.3710504
2.45324154,0.765805754,18.3842551
2.52210369,0.810148855,18.3971541
2.590904,0.852973769,18.4097399
2.65953687,0.894248413,18.4220015
2.72846353,0.933357294,18.4340396
2.79676392,0.970739927,18.4459255
2.86460671,1.0063004,18.4580577
2.93192547,1.04002284,18.4700303
2.99850684,1.07218772,18.4816119
3.06449909,1.10228824,18.4929157
3.12954705,1.13080582,18.5038522
3.19356067,1.15774336,18.5144242
3.25661405,1.18276803,18.5246821
3.318385,1.20637262,18.5345491
3.3788485,1.22845434,18.5440444
3.43804874,1.24874653,18.5532114
3.49568748,1.26776764,18.5619784
3.55171364,1.28550292,18.570357
3.6062089,1.30160854,18.5784028
3.65891054,1.31658559,18.5860754
3.70973447,1.33052712,18.593385
3.75868682,1.34330466,18.6003734
3.80569433,1.35499856,18.6070487
3.8506407,1.36582593,18.6133908
3.89347648,1.37583551,18.6194055
3.93419015,1.38497379,18.6251069
3.97275573,1.39322631,18.6305019
4.00907616,1.40080016,18.6355717
4.04311838,1.40772374,18.6403173
4.07484746,1.4140353,18.644737
4.10424021,1.41974352,18.648832
4.13130205,1.42476959,18.652613
4.15598573,1.42920366,18.6560692
4.17823964,1.43315852,18.6591861
