x,y,z
4.19805097,1.43662888,18.6619636
4.21540126,1.4396322,18.6643984
4.23027455,1.44218215,18.6664876
4.24265804,1.44428723,18.6682287
4.25254117,1.44595466,18.6696194
4.25991529,1.44719079,18.6706578
4.26477421,1.4480013,18.6713425
4.26705336,1.44833526,18.6716673
4.26932332,1.44857649,18.6719979
4.27157679,1.44872421,18.6723332
4.27380651,1.44877797,18.6726722
4.27600531,1.44873762,18.6730138
4.27816611,1.44860332,18.6733568
4.28028197,1.44837551,18.6737002
4.28234611,1.44805496,18.6740429
4.2843519,1.44764274,18.6743837
4.2862929,1.44714019,18.6747216
4.28816291,1.44654898,18.6750553
4.28995594,1.44587102,18.675384
4.29166625,1.44510855,18.6757064
4.29328839,1.44426404,18.6760216
4.29481718,1.44334024,18.6763286
4.29624776,1.44234015,18.6766262
4.29757557,1.44126702,18.6769136
4.2987964,1.44012432,18.6771899
4.29990638,1.43891575,18.677454
4.30090198,1.43764522,18.6777053
4.30178008,1.43631682,18.6779428
4.30253791,1.43493484,18.6781658
4.30317309,1.43350373,18.6783735
4.30368363,1.4320281,18.6785654
4.30406795,1.43051268,18.6787407
4.30432487,1.42896235,18.678899
4.30445363,1.42738206,18.6790397
4.30445385,1.42577689,18.6791623
4.30432558,1.42415197,18.6792665
4.30406927,1.4225125,18.6793519
4.3036858,1.42086372,18.6794183
4.30317642,1.41921089,18.6794655
4.3025428,1.41755928,18.6794933
4.301787,1.41591416,18.6795016
4.30091147,1.41428076,18.6794904
4.29991902,1.41266428,18.6794598
4.29881285,1.41106987,18.6794099
4.29759651,1.4095026,18.6793409
4.2962739,1.40796743,18.6792529
4.29484925,1.40646926,18.6791463
4.29332711,1.40501282,18.6790215
4.29171235,1.40360275,18.6788788
4.29001011,1.40224351,18.6787188
4.28822583,1.40093942,18.6785419
4.28636518,1.39969461,18.6783487
4.28443409,1.39851302,18.6781399
4.2824387,1.39739841,18.6779162
4.28038537,1.3963543,18.6776782
4.27595548,1.39420714,18.6771568
4.26923394,1.39094677,18.6763656
4.26022885,1.38657293,18.6753057
4.24895262,1.38108414,18.6739785
4.23542123,1.37447734,18.672386
4.21965399,1.36674828,18.6705305
4.20167286,1.35789466,18.6684141
4.18150335,1.34791413,18.666039
4.15918247,1.33677861,18.6634107
4.13471488,1.32457339,18.6605206
4.10811606,1.31135664,18.6573633
4.07946061,1.29701336,18.6539538
4.04880149,1.28151054,18.650297
4.01618681,1.2648402,18.6463939
3.98167372,1.24697927,18.642247
3.94526293,1.22807838,18.6378371
3.9070332,1.20806201,18.63317
3.86708469,1.18681257,18.6282568
3.82548728,1.16431031,18.6230993
3.78225129,1.14070084,18.617674
3.73743854,1.1159903,18.6119749
3.69119848,1.08997301,18.6060228
3.64359833,1.06266445,18.5998004
3.5945339,1.0344893,18.59324
3.5442483,1.00502986,18.586379
3.49285798,0.974201108,18.5792099
3.44023353,0.942456741,18.5716737
3.38659356,0.909469304,18.5638093
3.33209067,0.875081812,18.555638
3.27658252,0.839740939,18.547099
3.22032626,0.803075123,18.5382423
3.16341653,0.765058135,18.5290748
3.10568056,0.726154226,18.5195323
3.04746159,0.685842088,18.5096894
2.98868637,0.644425196,18.4995034
2.92938417,0.601923496,18.4889768
2.87001767,0.558184059,18.4781608
2.80988547,0.51365897,18.4670017
2.74950281,0.467870176,18.4559409
2.68894133,0.42085134,18.4448953
2.62835103,0.372625329,18.4335017
2.56775548,0.323269753,18.4218056
2.50690549,0.273243987,18.4097141
2.44621189,0.222088043,18.397334
2.38508453,0.170681834,18.384514
2.32406895,0.118392821,18.3713673
2.2631826,0.065328716,18.3578736
2.2024904,0.011522793,18.3440211
2.1421317,-0.043087491,18.3298159
2.08203769,-0.0982245,18.3152154
2.02239488,-0.154054024,18.3002389
1.96255375,-0.209656813,18.2847091
1.90324952,-0.265758099,18.2687813
1.84382626,-0.321522609,18.2522898
1.78474184,-0.377376986,18.2353478
1.72594402,-0.433111771,18.2179511
1.66754583,-0.488380443,18.2001373
1.61017555,-0.54368327,18.182114
1.55312364,-0.599048243,18.1635856
1.49682994,-0.654499937,18.1452528
1.44120516,-0.710005083,18.1275968
1.3863741,-0.765408255,18.1101828
1.33225229,-0.82053693,18.0929907
1.27893439,-0.875334739,18.0760138
1.22633487,-0.92966133,18.0592377
1.17395048,-0.982963859,18.0425487
1.12246861,-1.03577433,18.0261209
1.07157527,-1.08770095,18.009892
1.02140876,-1.13875527,17.9938375
0.972290063,-1.18912739,17.9780042
0.923794667,-1.23831667,17.9622899
0.876401415,-1.28668579,17.9467746
0.830041939,-1.33400856,17.931446
0.784561333,-1.38009195,17.9162726
0.740312211,-1.42515641,17.901306
0.697172735,-1.46903013,17.8865821
0.655073059,-1.51158737,17.8721463
0.614276835,-1.5529741,17.8580777
0.574735489,-1.59308774,17.8443869
0.536277109,-1.6317174,17.8310791
0.499165599,-1.6690388,17.8182418
0.463452631,-1.7050245,17.8059094
0.428975576,-1.73948891,17.794072
0.395670251,-1.77231842,17.7827361
0.36388372,-1.80374471,17.7719662
0.333621961,-1.8337186,17.7617582
0.304804983,-1.86211696,17.7521013
0.277291215,-1.88877031,17.7429757
0.251400981,-1.91389971,17.7344249
0.227133879,-1.93745799,17.7264458
0.204523748,-1.95943058,17.7190396
0.183571301,-1.97977858,17.7122043
0.164214327,-1.99841355,17.7059306
0.146522085,-2.01535964,17.7002254
0.130572605,-2.03065137,17.6950964
0.116377548,-2.04427131,17.6905429
0.10394085,-2.05619859,17.6865639
0.093273142,-2.0664207,17.683159
0.084386209,-2.07492924,17.6803285
0.077290342,-2.08171771,17.6780723
0.071994108,-2.08678128,17.6763907
0.068499339,-2.09012102,17.6752821
0.066955664,-2.09153804,17.6747995
0.065368952,-2.09287996,17.6743173
0.063744425,-2.09414236,17.6738369
0.062087431,-2.09532109,17.67336
0.060403423,-2.09641226,17.6728883
0.058697947,-2.09741229,17.6724232
0.056976617,-2.09831787,17.6719665
0.055245103,-2.09912603,17.6715195
0.053509106,-2.09983411,17.6710838
0.051774346,-2.10043978,17.6706609
0.050046538,-2.10094104,17.6702521
0.048331374,-2.10133624,17.6698587
0.046634506,-2.10162409,17.6694822
0.044961527,-2.10180363,17.6691237
0.043317951,-2.10187427,17.6687843
0.041709197,-2.10183578,17.6684653
0.040140567,-2.10168828,17.6681675
0.038617234,-2.10143226,17.6678921
0.037144222,-2.10106857,17.6676398
0.035726388,-2.10059839,17.6674115
0.034368409,-2.10002328,17.6672078
0.033074765,-2.09934513,17.6670295
0.031849722,-2.09856617,17.666877
0.030697324,-2.09768896,17.6667508
