x,y,z
0.436355614,-2.42928857,23.6275679
0.435600588,-2.42875317,23.6277236
0.434895683,-2.42814651,23.6278798
0.434243609,-2.42747094,23.6280361
0.433646873,-2.42672905,23.6281918
0.433107771,-2.42592371,23.6283463
0.432628374,-2.42505802,23.628499
0.432210525,-2.42413531,23.6286494
0.431855832,-2.42315913,23.6287968
0.431565656,-2.42213324,23.6289406
0.431341113,-2.42106158,23.6290803
0.431183067,-2.41994827,23.6292154
0.431092124,-2.41879759,23.6293454
0.431068635,-2.41761396,23.6294696
0.431112689,-2.41640192,23.6295877
0.431224117,-2.41516613,23.6296992
0.43140249,-2.41391134,23.6298037
0.431647124,-2.41264237,23.6299007
0.431957078,-2.41136408,23.6299899
0.432331161,-2.4100814,23.6300709
0.432767935,-2.40879924,23.6301435
0.43326572,-2.40752253,23.6302073
0.433822605,-2.40625619,23.6302621
0.434436446,-2.40500506,23.6303077
0.435104886,-2.40377397,23.6303439
0.437506936,-2.39955769,23.6304525
0.441154918,-2.39314964,23.6306168
0.446040318,-2.38455877,23.6308356
0.452155398,-2.37379107,23.6311076
0.459491019,-2.36085425,23.6314308
0.46803693,-2.34575778,23.6318031
0.477782263,-2.32851332,23.6322213
0.488715811,-2.30913509,23.6326818
0.500820261,-2.28763603,23.6331814
0.514072651,-2.2640283,23.6337173
0.528470265,-2.23834057,23.6342817
0.543998351,-2.21059587,23.6348689
0.560624374,-2.18080589,23.6354757
0.578334192,-2.14899613,23.636095
0.59710046,-2.11519336,23.6367206
0.616995832,-2.079481,23.6373282
0.637994761,-2.04188715,23.6379109
0.659995129,-2.00239356,23.638475
0.682974254,-1.96103379,23.6390117
0.70704319,-1.91792595,23.6394868
0.732177986,-1.87310644,23.6398995
0.758215191,-1.82652814,23.6402684
0.785143593,-1.77824044,23.6405691
0.812837784,-1.72822445,23.6408025
0.84132825,-1.67655889,23.6409481
0.870603777,-1.62329865,23.6409901
0.900708646,-1.56853387,23.6409045
0.931630955,-1.51232174,23.6406766
0.963289032,-1.45467748,23.6403037
0.995882425,-1.39579628,23.6397369
1.02933281,-1.33569112,23.638975
1.06345187,-1.27432664,23.6380332
1.0982518,-1.21178066,23.6368961
1.13364684,-1.1480762,23.6355645
1.16968671,-1.08331623,23.6340192
1.20641094,-1.01760461,23.6322439
1.24365754,-0.950922777,23.6302554
1.28158358,-0.883441022,23.6280236
1.32016493,-0.815226085,23.6255591
1.35922863,-0.746254668,23.6228981
1.39883491,-0.676650727,23.6200035
1.43890001,-0.606445679,23.616886
1.47955497,-0.535787877,23.6135245
1.52048882,-0.464841565,23.6099551
1.56199929,-0.393399417,23.6061462
1.60398553,-0.321685009,23.602131
1.64625824,-0.249679458,23.5978859
1.68878789,-0.177485549,23.5932988
1.73156241,-0.105165104,23.5883683
1.77451514,-0.032768645,23.5831055
1.81761674,0.039626594,23.5775088
1.86111017,0.111786076,23.571545
1.90474057,0.183770265,23.5652487
1.94888035,0.255250129,23.5585752
1.99345966,0.326177902,23.5515428
2.03825897,0.396603899,23.5441905
2.0828979,0.466688006,23.5365822
2.12775439,0.536097753,23.5286797
2.17252734,0.604932098,23.5205336
2.21725844,0.673076793,23.5121508
2.26252558,0.74004811,23.5034703
2.30783483,0.806076412,23.494572
2.3533524,0.870953015,23.4854518
2.39921424,0.934492551,23.4761102
2.44493996,0.996954782,23.4666244
2.49026632,1.05840574,23.4570456
2.53527923,1.11873036,23.4475245
2.58029518,1.1776196,23.4380305
2.62495222,1.23520607,23.4284767
2.66924388,1.29141861,23.4188931
2.71366579,1.34578859,23.409246
2.75757658,1.39872662,23.399625
2.8008998,1.45020636,23.3900623
2.84363098,1.50015063,23.3805801
2.88566475,1.54856424,23.3711972
2.92705247,1.59532467,23.3619292
2.96784047,1.64031552,23.3527909
3.0077744,1.68367134,23.3438241
3.04681358,1.72535312,23.3350502
3.08526461,1.76501755,23.3264559
3.12266188,1.80300433,23.3181018
3.15895589,1.83928355,23.3100142
3.19418605,1.87377631,23.302203
3.22828568,1.90645601,23.2946897
3.26110772,1.93741848,23.2874947
3.29259299,1.9666502,23.2806334
3.32271971,1.99413577,23.2741135
3.3514735,2.01982603,23.2679473
3.37871041,2.04381477,23.2621446
3.4043901,2.06610469,23.2567109
3.42845725,2.08670504,23.2516526
3.4508726,2.10562796,23.2469734
3.47166949,2.12280185,23.2426735
3.49072179,2.13832026,23.2387598
