x,y,z
3.50796611,2.1522274,23.2352363
3.52337758,2.16452752,23.2321046
3.53691862,2.17523818,23.2293662
3.54855843,2.18437562,23.2270222
3.55827334,2.19195089,23.225073
3.56604508,2.19797134,23.2235192
3.57185588,2.20244658,23.2223609
3.57568698,2.20538444,23.2215989
3.57680766,2.20620669,23.2213796
3.57795376,2.20697655,23.2211621
3.57912113,2.20769124,23.2209472
3.58030556,2.2083482,23.2207357
3.58150276,2.20894509,23.2205283
3.58270842,2.20947978,23.2203259
3.5839182,2.20995037,23.2201291
3.58512773,2.2103552,23.2199387
3.58633267,2.21069287,23.2197553
3.58752869,2.21096221,23.2195796
3.58871148,2.21116229,23.2194122
3.58987682,2.21129246,23.2192538
3.59102051,2.21135229,23.2191048
3.59213848,2.21134165,23.2189658
3.59322672,2.21126062,23.2188373
3.59428135,2.21110957,23.2187198
3.5952986,2.2108891,23.2186135
3.59627486,2.21060007,23.218519
3.59720666,2.21024357,23.2184365
3.59809067,2.20982094,23.2183663
3.59892377,2.20933377,23.2183086
3.59970301,2.20878384,23.2182637
3.60042563,2.20817318,23.2182316
3.60108907,2.20750402,23.2182125
3.601691,2.2067788,23.2182063
3.60222929,2.20600016,23.2182132
3.60270206,2.2051709,23.218233
3.60310765,2.20429402,23.2182656
3.60344464,2.20337267,23.2183111
3.60371185,2.20241016,23.2183691
3.60390836,2.20140993,23.2184394
3.6040335,2.20037555,23.2185218
3.60408684,2.19931072,23.2186161
3.6040682,2.19821921,23.2187218
3.60397767,2.19710492,23.2188385
3.60381559,2.19597178,23.2189659
3.60358254,2.19482382,23.2191035
3.60327937,2.1936651,23.2192509
3.60290715,2.19249971,23.2194074
3.60246722,2.19133177,23.2195725
3.60196113,2.19016541,23.2197457
3.60139069,2.18900474,23.2199263
3.60075793,2.18785386,23.2201136
3.60006508,2.18671682,23.2203072
3.59931461,2.18559764,23.2205062
3.59850918,2.18450027,23.22071
3.59765163,2.18342858,23.2209179
3.59674502,2.18238636,23.2211291
3.59352547,2.17883044,23.2218656
3.58863912,2.17342598,23.222984
3.58209945,2.16617638,23.2244821
3.5739238,2.15707937,23.226358
3.56413729,2.14612839,23.2286089
3.55276779,2.13331859,23.2312314
3.53984401,2.11864869,23.2342217
3.52539549,2.10211757,23.2375753
3.50946943,2.08371252,23.2412864
3.49208286,2.06345894,23.2453494
3.47320022,2.04142829,23.2497612
3.45293804,2.01754151,23.254511
3.43135518,1.991795,23.2595895
3.40849578,1.96418808,23.2649892
3.3844186,1.93472036,23.2706995
3.35909412,1.90347501,23.2767141
3.33260402,1.87041482,23.283021
3.30503828,1.83552889,23.2896068
3.27644314,1.79881911,23.2964582
3.24678153,1.76039825,23.303564
3.2160914,1.72026712,23.310912
3.18451865,1.67837806,23.3184761
3.15211523,1.63474067,23.3262382
3.11852723,1.58973039,23.3342124
3.08415845,1.54305968,23.3423508
3.04907213,1.4947417,23.3506256
3.01311273,1.44497222,23.3590302
2.97642211,1.39370513,23.3675411
2.93914529,1.34089236,23.3761272
2.90127077,1.28661888,23.3847723
2.86288098,1.23089458,23.3934506
2.82398033,1.17378781,23.4021443
2.78401491,1.11580313,23.4109
2.74356954,1.05656917,23.4196472
2.7027178,0.996117415,23.4283531
2.66120539,0.934690342,23.4370309
2.61942285,0.872095006,23.4456178
2.57751581,0.808322791,23.4540791
2.53528619,0.743565426,23.4624173
2.4923322,0.678219483,23.4708031
2.44885959,0.612227758,23.4792161
2.40508462,0.545505376,23.4874836
2.36058264,0.478411874,23.4956413
2.31598594,0.410605482,23.5035951
2.27139819,0.342109593,23.5113169
2.22656766,0.273170565,23.5188304
2.18192859,0.203598963,23.5260632
2.13715404,0.133700692,23.5330524
2.09208048,0.063671237,23.5398133
2.04669525,-0.006392467,23.5463404
2.00142601,-0.076673058,23.5525674
1.95608203,-0.146969092,23.5585108
1.91095176,-0.21736231,23.5641231
1.86606107,-0.287783109,23.5693948
1.82139712,-0.358134935,23.5743275
1.77700282,-0.428333344,23.5789182
1.73291796,-0.498338268,23.5831667
1.68902899,-0.567997482,23.5870984
1.64502286,-0.63723051,23.5907524
1.6013978,-0.70577769,23.5940822
1.55800192,-0.773721652,23.5972319
1.51502129,-0.8410715,23.600224
1.47242364,-0.907722111,23.603041
1.43032831,-0.973665011,23.6056715
1.38861047,-1.03874143,23.6081387
1.34729239,-1.10288325,23.6104439
1.30659145,-1.16613576,23.6125665
1.26638605,-1.22834548,23.6145498
1.2267805,-1.28949969,23.6163605
1.18786999,-1.3495751,23.6179849
1.14962372,-1.40847671,23.6194365
1.11211169,-1.46616888,23.6207145
1.07519067,-1.52249815,23.6218541
1.03884843,-1.57737524,23.6228715
1.00333482,-1.63088677,23.6237392
0.968623839,-1.68294614,23.6244769
0.934761082,-1.7335134,23.6250926
0.901846826,-1.7825843,23.6255855
0.869927038,-1.8301239,23.625964
0.839088385,-1.87612441,23.6262296
0.809261948,-1.92048469,23.6264102
0.780493146,-1.96317615,23.6265146
0.752672314,-2.00407615,23.626576
0.725828756,-2.04314954,23.6266123
0.700128929,-2.0804487,23.6266174
0.675600212,-2.11594257,23.6265895
0.65219232,-2.14955395,23.6265453
0.629928254,-2.18125469,23.6264926
0.608929298,-2.21107672,23.6264198
0.58921707,-2.23900039,23.626332
0.570813395,-2.26500148,23.6262345
0.553731921,-2.28905336,23.6261331
0.537999388,-2.31114279,23.6260304
0.52364756,-2.33126282,23.6259271
0.510689286,-2.34939596,23.625827
0.499138103,-2.36552749,23.6257331
0.489009345,-2.37964645,23.6256473
0.480317657,-2.39174392,23.6255711
0.473075823,-2.40181246,23.6255057
0.467293621,-2.40984555,23.6254521
0.462978159,-2.41583766,23.6254113
0.460137609,-2.41978034,23.625384
0.459294187,-2.42090143,23.6253809
0.45840961,-2.42198128,23.6253875
0.457487293,-2.4230157,23.6254037
0.456530794,-2.42400072,23.6254295
0.455543805,-2.42493255,23.6254648
0.454530132,-2.42580759,23.6255094
0.453493687,-2.42662248,23.6255632
0.452438465,-2.4273741,23.6256261
0.451368536,-2.42805954,23.6256977
0.450288023,-2.4286762,23.6257778
0.449201093,-2.42922169,23.6258661
0.448111933,-2.42969394,23.6259622
0.447024741,-2.43009113,23.6260658
0.445943704,-2.43041176,23.6261765
0.444872987,-2.4306546,23.6262939
0.443816712,-2.43081873,23.6264174
0.442778947,-2.43090355,23.6265468
0.441763688,-2.43090873,23.6266813
0.440774841,-2.43083427,23.6268205
0.439816212,-2.43068048,23.626964
0.438891491,-2.43044795,23.627111
0.438004236,-2.43013761,23.627261
0.437157858,-2.42975065,23.6274136
0.436355614,-2.42928857,23.6275679
