x,y,z
0.236467508,-2.21135999,20.65971
0.228189426,-2.22048695,20.6582869
0.221577588,-2.2277667,20.6571526
0.216641187,-2.23319535,20.6563071
0.213390924,-2.23676676,20.6557511
0.212214359,-2.23800789,20.6555555
0.210995801,-2.23919222,20.6553639
0.209739596,-2.24031551,20.6551771
0.208450225,-2.24137377,20.6549956
0.207132287,-2.24236324,20.6548203
0.205790483,-2.24328038,20.6546517
0.204429598,-2.24412194,20.6544904
0.203054483,-2.24488493,20.6543371
0.201670041,-2.24556662,20.6541923
0.200281209,-2.24616462,20.6540565
0.198892938,-2.24667678,20.6539302
0.197510174,-2.24710131,20.6538139
0.196137846,-2.2474367,20.653708
0.194780844,-2.24768176,20.6536128
0.193444003,-2.24783563,20.6535287
0.192132086,-2.24789778,20.6534561
0.190849767,-2.247868,20.653395
0.189601612,-2.24774641,20.6533458
0.188392067,-2.24753346,20.6533086
0.187225439,-2.2472299,20.6532835
0.186105881,-2.24683684,20.6532707
0.185037381,-2.24635568,20.65327
0.184023741,-2.24578816,20.6532815
0.18306857,-2.24513629,20.6533052
