x,y,z
0.18306857,-2.24513629,20.6533052
0.182175269,-2.2444024,20.6533408
0.181347018,-2.24358911,20.6533882
0.180586763,-2.24269933,20.6534473
0.179897209,-2.24173622,20.6535178
0.17928081,-2.24070323,20.6535995
0.178739756,-2.23960402,20.653692
0.178275973,-2.23844253,20.653795
0.177891108,-2.23722288,20.6539081
0.177586532,-2.23594941,20.654031
0.177363325,-2.23462666,20.6541631
0.177222283,-2.23325933,20.654304
0.177163905,-2.2318523,20.6544532
0.177188399,-2.23041055,20.6546102
0.177295678,-2.22893922,20.6547743
0.177485359,-2.22744354,20.654945
0.177756768,-2.22592883,20.6551217
0.178108938,-2.22440047,20.6553038
0.178540617,-2.2228639,20.6554905
0.179050269,-2.22132458,20.6556813
0.179636082,-2.21978797,20.6558754
0.18029597,-2.21825955,20.6560722
0.181027586,-2.21674475,20.6562709
0.181828328,-2.21524896,20.656471
0.182695346,-2.21377749,20.6566715
0.185227248,-2.2096724,20.6572363
0.189074948,-2.20343526,20.6580939
0.194233025,-2.19507654,20.6592423
0.200697122,-2.18460416,20.6606797
0.208460352,-2.17202688,20.6624036
0.217512673,-2.15735383,20.6644113
0.227840692,-2.1405944,20.6666995
0.239427732,-2.12175859,20.6692644
0.252267603,-2.10086699,20.6721013
0.266384882,-2.07796521,20.6752044
0.281780715,-2.05308394,20.6785683
0.298419816,-2.02622926,20.6821873
0.316262166,-1.99740613,20.6860551
0.335277602,-1.96663053,20.6901648
0.355476614,-1.93394684,20.6945075
0.376979165,-1.8994868,20.6990725
0.399767225,-1.86328675,20.7038532
0.423656695,-1.8252484,20.7088438
0.448616471,-1.7853951,20.7140337
0.474924176,-1.74398982,20.7194146
0.502493088,-1.70102162,20.7249765
0.531103832,-1.65637165,20.7307117
0.560757487,-1.61011259,20.7366182
0.591505428,-1.56233181,20.7426744
0.623271786,-1.51303408,20.7488614
0.656005948,-1.46224122,20.7551604
0.689691003,-1.41000917,20.7615511
0.724318716,-1.3563934,20.7680126
0.759864125,-1.30143918,20.7745218
0.796552066,-1.24540316,20.7810634
0.834192415,-1.188187,20.7876094
0.872701007,-1.12979038,20.794115
0.91243324,-1.07057935,20.8005207
0.952985317,-1.01030055,20.8068538
0.994432646,-0.949119324,20.8131253
1.03684285,-0.887159272,20.8193317
1.07999308,-0.824325559,20.8254631
1.12410761,-0.760891445,20.8315322
1.16896052,-0.696742325,20.8375325
1.21456991,-0.632018727,20.8434732
1.26099307,-0.566808033,20.8493724
1.30804396,-0.501091374,20.8552052
1.35578915,-0.43500094,20.8609737
1.40412393,-0.36853053,20.8666717
1.45343146,-0.301719061,20.8723534
1.50318175,-0.235022233,20.877921
1.55371796,-0.168437407,20.8836948
1.60495532,-0.102000135,20.8900827
1.65681863,-0.035699495,20.8964157
1.7096927,0.030080364,20.9023286
1.76301865,0.095688296,20.9078701
1.81725369,0.160640416,20.9130551
1.87184909,0.225268716,20.9178236
1.92705043,0.289259395,20.9222018
1.98256382,0.35274179,20.9261673
2.03855981,0.41547903,20.9297558
2.09486022,0.477472652,20.9329718
2.15145969,0.538638999,20.9358391
2.20853466,0.598690564,20.9384017
2.26565668,0.657912611,20.9406445
2.32329549,0.715751876,20.9426435
2.38087162,0.772612437,20.9443629
2.43855127,0.828245283,20.9458351
2.4961675,0.882671924,20.9470537
2.55356449,0.935925648,20.9480165
2.61093901,0.987707126,20.9487664
2.66787666,1.0383216,20.9494106
2.7246222,1.08740073,20.9503009
2.78093597,1.13506934,20.9509822
2.83662426,1.18143368,20.9514908
2.89181226,1.22624446,20.9518465
2.94621247,1.26971789,20.9520379
2.99984559,1.31172526,20.9520869
3.05275647,1.3521116,20.95202
3.10464533,1.39111258,20.9518214
3.15563561,1.42852439,20.9515244
3.20573385,1.46418641,20.9511561
3.25460295,1.49844133,20.950697
3.30222352,1.53123988,20.9501676
3.34874984,1.56227044,20.9496149
3.393831,1.59191743,20.949015
3.43739723,1.62018071,20.9483819
3.47948577,1.64695051,20.9477416
3.51998919,1.67229165,20.9471003
3.55880474,1.69628013,20.9464623
3.59587506,1.71892555,20.9458377
3.63122949,1.74013866,20.9452454
3.6648466,1.75988779,20.9447102
3.69655449,1.77835454,20.9442055
3.72632514,1.79553178,20.9437369
3.75411813,1.81143197,20.943306
3.7799053,1.8260551,20.9429149
3.80377709,1.83923741,20.9425833
3.82557546,1.85116328,20.9422914
3.84524565,1.86188018,20.9420335
3.86277681,1.87137539,20.9418108
3.87814017,1.87966377,20.9416204
3.89132412,1.88674051,20.9414621
3.90231559,1.89260584,20.9413346
3.91109692,1.89726945,20.9412358
3.91765357,1.90073949,20.9411637
3.92197908,1.90302335,20.941117
3.92363525,1.90385596,20.941103
3.92531031,1.90461607,20.9410963
3.9269986,1.90530112,20.941097
3.92869441,1.90590881,20.9411051
3.930392,1.90643711,20.9411205
3.93208563,1.90688424,20.9411433
3.9337696,1.90724873,20.9411733
3.93543821,1.90752936,20.9412104
3.93708584,1.90772522,20.9412545
3.93870694,1.90783567,20.9413055
3.94029603,1.90786038,20.9413632
3.94184778,1.90779929,20.9414273
3.94335696,1.90765266,20.9414977
3.9448185,1.90742101,20.9415741
3.94622749,1.90710515,20.9416563
3.94757921,1.9067062,20.9417438
3.94886911,1.90622554,20.9418366
3.95009289,1.90566483,20.9419341
3.95124644,1.90502598,20.9420361
3.9523259,1.9043112,20.9421421
3.95332768,1.90352292,20.942252
3.95424843,1.90266382,20.9423651
3.95508508,1.90173683,20.9424812
3.95583485,1.9007451,20.9425999
3.95649525,1.89969199,20.9427206
3.95706408,1.89858105,20.9428431
3.95753947,1.89741605,20.9429668
3.95791985,1.89620092,20.9430914
3.95820396,1.89493975,20.9432164
3.95839088,1.89363679,20.9433414
3.95848001,1.89229642,20.9434659
3.95847106,1.89092314,20.9435896
3.95836409,1.88952157,20.943712
3.95815948,1.8880964,20.9438327
3.95785793,1.88665241,20.9439514
3.95746047,1.88519444,20.9440675
3.95696843,1.88372735,20.9441807
3.95638348,1.88225607,20.9442906
3.9557076,1.88078549,20.944397
3.95494304,1.87932054,20.9444993
3.95409237,1.87786612,20.9445973
3.95315845,1.87642707,20.9446907
3.9521444,1.87500819,20.9447792
3.95105363,1.87361423,20.9448624
3.94988976,1.87224984,20.9449402
3.94865672,1.87091956,20.9450122
3.9473586,1.86962785,20.9450783
3.94599977,1.868379,20.9451382
3.94235084,1.86515389,20.9452876
3.93681844,1.86026219,20.9455141
3.92940566,1.85370545,20.9458173
3.9201202,1.8454909,20.9461965
3.90897214,1.83562724,20.9466507
3.89598249,1.8241125,20.9471801
3.88117984,1.81093876,20.9477852
3.86458052,1.79611855,20.948464
3.84622474,1.77963623,20.9492175
3.82611507,1.7615352,20.9500396
3.80415631,1.74199572,20.9509091
3.78050753,1.72084949,20.9518424
3.75521576,1.69809047,20.9528375
3.7283217,1.67372459,20.95389
3.69988383,1.64773828,20.954997
3.66982305,1.62030636,20.9561358
3.63821383,1.59139248,20.9573022
3.60518805,1.56090235,20.9585112
3.57079489,1.52884185,20.9597445
3.53504215,1.4952856,20.9609814
3.49793758,1.46029853,20.9622053
3.45963698,1.42377367,20.9634148
3.42019129,1.38571825,20.9645962
3.37938124,1.34651766,20.9657011
3.33748174,1.3058814,20.9667429
3.29460628,1.26377319,20.9677118
3.25054818,1.22055848,20.9685613
3.20544766,1.17610162,20.9692889
3.15956048,1.13023149,20.9698983
3.11272061,1.08322087,20.9703515
3.0651056,1.03495838,20.9706474
3.01686774,0.985365367,20.9707843
2.96785466,0.934709447,20.9707296
2.91831693,0.882807461,20.970492
2.86819331,0.82982925,20.9700488
2.81734275,0.775994482,20.9693717
2.76614825,0.721001423,20.9684848
2.71431467,0.665245931,20.9673443
2.66216524,0.608513038,20.9659688
2.60963377,0.550949159,20.9647309
2.55667811,0.492670606,20.9632992
2.50357636,0.43353493,20.9615902
2.44985913,0.374054968,20.9595537
2.39608825,0.313805292,20.9572221
2.34194331,0.253184947,20.9545684
2.2876872,0.19204162,20.9516035
2.23341568,0.130414412,20.948324
2.17904071,0.068438493,20.9447043
2.12482208,0.006012246,20.9407438
2.07055439,-0.056599871,20.9364081
2.01656013,-0.119566514,20.9317037
1.96237058,-0.182414851,20.9265773
1.90849786,-0.245469253,20.9210542
1.85446731,-0.308233848,20.9150853
1.80067736,-0.37094215,20.9087023
1.74703548,-0.433439631,20.9019017
1.69355162,-0.495600325,20.8946905
1.640844,-0.557422233,20.8871753
1.58841201,-0.619174473,20.8791567
1.53651248,-0.680690661,20.8714586
1.48506785,-0.741827445,20.8643348
1.43425633,-0.802564747,20.8572951
1.38396382,-0.862747159,20.8502313
1.33429172,-0.922316259,20.8431732
1.28532982,-0.981287618,20.836119
1.23689885,-1.03940558,20.8290597
1.18927861,-1.09681439,20.822028
1.14229376,-1.15328455,20.815015
1.09607937,-1.2088226,20.8080161
1.05075832,-1.26346327,20.8010302
1.0059886,-1.3168326,20.7940454
0.962168031,-1.36917848,20.7870755
0.919252227,-1.42038108,20.7801228
0.877108521,-1.47023705,20.7731879
0.83602769,-1.51889922,20.7662205
0.796019588,-1.56630701,20.7592974
0.757133911,-1.61242785,20.7524696
0.719396819,-1.65721921,20.7457619
0.6828066,-1.70061253,20.7391985
0.647335977,-1.74252587,20.7328011
0.613084212,-1.7829642,20.7265924
0.580104134,-1.82192152,20.7205895
0.548218265,-1.85919768,20.7148063
0.517393568,-1.89471512,20.7092637
0.487953624,-1.92866796,20.703976
0.459908409,-1.96100924,20.6989374
0.43312325,-1.99158263,20.6941561
0.407627878,-2.02036995,20.6896383
0.383583021,-2.04744872,20.6853893
0.361041889,-2.07281505,20.6814125
0.340014848,-2.09643956,20.6777088
0.320500581,-2.11828617,20.6742831
0.302499912,-2.13832317,20.67114
0.286048118,-2.15654687,20.6682813
0.271201637,-2.17297219,20.665708
0.257983183,-2.18759205,20.6634211
0.246402,-2.20039199,20.6614215
