span_index,ss_x,ss_y,ss_z,ps_x,ps_y,ps_z
0, 0.00000668, 0.00000000, 0.00820002, 0.00000668, 0.00000000, 0.00820002
0, 0.00000668, -0.00010990, 0.00819929, 0.00014358, 0.00007060, 0.00819993
0, 0.00000668, -0.00024609, 0.00819633, 0.00032576, 0.00009346, 0.00820056
0, 0.00002153, -0.00040582, 0.00818998, 0.00054864, 0.00007267, 0.00820253
0, 0.00017049, -0.00058629, 0.00817934, 0.00080990, 0.00001226, 0.00820553
0, 0.00038110, -0.00078470, 0.00816384, 0.00110530, -0.00008373, 0.00820873
0, 0.00064820, -0.00099826, 0.00814285, 0.00143244, -0.00021132, 0.00821292
0, 0.00096577, -0.00122411, 0.00811550, 0.00178780, -0.00036657, 0.00821677
0, 0.00132781, -0.00145961, 0.00808255, 0.00216777, -0.00054547, 0.00821820
0, 0.00172928, -0.00170233, 0.00804518, 0.00256994, -0.00074414, 0.00821767
0, 0.00216391, -0.00194936, 0.00800214, 0.00299095, -0.00095856, 0.00821368
0, 0.00262599, -0.00219851, 0.00795540, 0.00342707, -0.00118480, 0.00820609
0, 0.00311053, -0.00244712, 0.00790490, 0.00387618, -0.00141890, 0.00819483
0, 0.00361185, -0.00269303, 0.00785242, 0.00433443, -0.00165683, 0.00817982
0, 0.00412388, -0.00293369, 0.00779848, 0.00479891, -0.00189471, 0.00816203
0, 0.00464124, -0.00316698, 0.00774499, 0.00526655, -0.00212847, 0.00814198
0, 0.00515812, -0.00339035, 0.00769282, 0.00573382, -0.00235426, 0.00812142
0, 0.00566924, -0.00360169, 0.00764400, 0.00619777, -0.00256808, 0.00810153
0, 0.00617163, -0.00380006, 0.00759911, 0.00665717, -0.00276856, 0.00808407
0, 0.00666610, -0.00398658, 0.00755911, 0.00711200, -0.00295634, 0.00806930
0, 0.00715345, -0.00416200, 0.00752402, 0.00756338, -0.00313251, 0.00805823
0, 0.00763412, -0.00432741, 0.00749445, 0.00801138, -0.00329779, 0.00805095
0, 0.00810905, -0.00448353, 0.00747032, 0.00845697, -0.00345321, 0.00804815
0, 0.00857900, -0.00463140, 0.00745208, 0.00889997, -0.00359949, 0.00804982
0, 0.00904488, -0.00477170, 0.00743954, 0.00934225, -0.00373763, 0.00805649
0, 0.00950710, -0.00490539, 0.00743294, 0.00978303, -0.00386835, 0.00806805
0, 0.00996667, -0.00503316, 0.00743204, 0.01022376, -0.00399255, 0.00808471
0, 0.01042429, -0.00515595, 0.00743698, 0.01066450, -0.00411106, 0.00810650
0, 0.01088076, -0.00527443, 0.00744745, 0.01110581, -0.00422464, 0.00813329
0, 0.01133680, -0.00538952, 0.00746346, 0.01154902, -0.00433426, 0.00816531
0, 0.01179343, -0.00550196, 0.00748474, 0.01199410, -0.00444063, 0.00820221
0, 0.01225146, -0.00561265, 0.00751118, 0.01244178, -0.00454472, 0.00824409
0, 0.01271164, -0.00572237, 0.00754249, 0.01289295, -0.00464731, 0.00829068
0, 0.01317507, -0.00583206, 0.00757850, 0.01334813, -0.00474940, 0.00834201
0, 0.01364227, -0.00594247, 0.00761896, 0.01380810, -0.00485172, 0.00839781
0, 0.01411361, -0.00605402, 0.00766383, 0.01427301, -0.00495480, 0.00845824
0, 0.01459024, -0.00616721, 0.00771331, 0.01474335, -0.00505890, 0.00852329
0, 0.01507158, -0.00628224, 0.00776724, 0.01521929, -0.00516446, 0.00859314
0, 0.01555846, -0.00639961, 0.00782576, 0.01570172, -0.00527185, 0.00866788
0, 0.01605128, -0.00651969, 0.00788891, 0.01619067, -0.00538149, 0.00874767
0, 0.01655048, -0.00664292, 0.00795673, 0.01668643, -0.00549372, 0.00883248
0, 0.01705590, -0.00676966, 0.00802919, 0.01718953, -0.00560907, 0.00892258
0, 0.01756886, -0.00690050, 0.00810647, 0.01770029, -0.00572791, 0.00901794
0, 0.01808919, -0.00703589, 0.00818857, 0.01821955, -0.00585086, 0.00911894
0, 0.01861731, -0.00717626, 0.00827545, 0.01874743, -0.00597832, 0.00922551
0, 0.01915418, -0.00732235, 0.00836738, 0.01928469, -0.00611096, 0.00933800
0, 0.01969995, -0.00747460, 0.00846427, 0.01983138, -0.00624924, 0.00945639
0, 0.02025525, -0.00763373, 0.00856628, 0.02038876, -0.00639395, 0.00958109
0, 0.02082092, -0.00780048, 0.00867356, 0.02095642, -0.00654560, 0.00971207
0, 0.02139696, -0.00797541, 0.00878603, 0.02153614, -0.00670511, 0.00984981
0, 0.02198448, -0.00815950, 0.00890397, 0.02212714, -0.00687303, 0.00999421
0, 0.02258356, -0.00835335, 0.00902734, 0.02273149, -0.00705045, 0.01014597
0, 0.02319488, -0.00855782, 0.00915634, 0.02334823, -0.00723784, 0.01030487
0, 0.02381870, -0.00877372, 0.00929108, 0.02397869, -0.00743625, 0.01047150
0, 0.02445547, -0.00900187, 0.00943165, 0.02462290, -0.00764648, 0.01064598
0, 0.02510586, -0.00924330, 0.00957823, 0.02528128, -0.00786947, 0.01082854
0, 0.02576989, -0.00949892, 0.00973084, 0.02595424, -0.00810625, 0.01101946
0, 0.02644826, -0.00976986, 0.00988966, 0.02664263, -0.00835807, 0.01121919
0, 0.02714144, -0.01005730, 0.01005477, 0.02734679, -0.00862608, 0.01142794
0, 0.02784969, -0.01036242, 0.01022620, 0.02806702, -0.00891154, 0.01164594
0, 0.02857400, -0.01068677, 0.01040420, 0.02880411, -0.00921596, 0.01187360
0, 0.02931426, -0.01103162, 0.01058865, 0.02955885, -0.00954101, 0.01211136
0, 0.03007150, -0.01139875, 0.01077976, 0.03033090, -0.00988808, 0.01235917
0, 0.03084588, -0.01178977, 0.01097744, 0.03112155, -0.01025927, 0.01261766
0, 0.03163812, -0.01220663, 0.01118176, 0.03193108, -0.01065649, 0.01288701
0, 0.03244850, -0.01265129, 0.01139260, 0.03276013, -0.01108197, 0.01316757
0, 0.03327770, -0.01312604, 0.01160993, 0.03360952, -0.01153822, 0.01345976
0, 0.03412647, -0.01363343, 0.01183373, 0.03447923, -0.01202771, 0.01376355
0, 0.03499572, -0.01417643, 0.01206386, 0.03537079, -0.01255402, 0.01407940
0, 0.03588671, -0.01475854, 0.01230026, 0.03628530, -0.01312103, 0.01440753
0, 0.03680037, -0.01538341, 0.01254266, 0.03722422, -0.01373321, 0.01474825
0, 0.03773830, -0.01605552, 0.01279101, 0.03818797, -0.01439501, 0.01510131
0, 0.03870161, -0.01677956, 0.01304497, 0.03917857, -0.01511226, 0.01546720
0, 0.03969138, -0.01756078, 0.01330406, 0.04019671, -0.01589080, 0.01584568
0, 0.04070891, -0.01840522, 0.01356781, 0.04124328, -0.01673734, 0.01623647
0, 0.04175507, -0.01931945, 0.01383543, 0.04231955, -0.01765970, 0.01663942
0, 0.04283064, -0.02031086, 0.01410590, 0.04342576, -0.01866617, 0.01705367
0, 0.04393638, -0.02138793, 0.01437804, 0.04456281, -0.01976672, 0.01747863
0, 0.04507291, -0.02256033, 0.01465043, 0.04573050, -0.02097207, 0.01791284
0, 0.04624001, -0.02383865, 0.01492100, 0.04692832, -0.02229453, 0.01835453
0, 0.04743700, -0.02523492, 0.01518718, 0.04815521, -0.02374808, 0.01880138
0, 0.04866243, -0.02676272, 0.01544575, 0.04940890, -0.02534832, 0.01925006
0, 0.04991402, -0.02843761, 0.01569277, 0.05068599, -0.02711296, 0.01969629
0, 0.05118781, -0.03027669, 0.01592326, 0.05198153, -0.02906201, 0.02013475
0, 0.05247272, -0.03228924, 0.01613270, 0.05328142, -0.03120571, 0.02055664
0, 0.05374961, -0.03447240, 0.01631735, 0.05456434, -0.03354273, 0.02095135
0, 0.05499770, -0.03681883, 0.01647424, 0.05580598, -0.03606457, 0.02130615
0, 0.05619474, -0.03931560, 0.01660130, 0.05698096, -0.03875512, 0.02160722
0, 0.05731771, -0.04194213, 0.01669771, 0.05806446, -0.04158980, 0.02184061
0, 0.05834447, -0.04466997, 0.01676490, 0.05903297, -0.04453244, 0.02199221
0, 0.05925493, -0.04746091, 0.01680689, 0.05986735, -0.04753628, 0.02204986
0, 0.06003355, -0.05026834, 0.01683158, 0.06055446, -0.05054245, 0.02200399
0, 0.06067032, -0.05303465, 0.01685023, 0.06108940, -0.05348093, 0.02184905
0, 0.06116330, -0.05569504, 0.01687859, 0.06147719, -0.05627281, 0.02158492
0, 0.06151892, -0.05817706, 0.01693598, 0.06173287, -0.05883332, 0.02121776
0, 0.06175287, -0.06040390, 0.01704464, 0.06188053, -0.06107466, 0.02075990
0, 0.06188793, -0.06229736, 0.01722836, 0.06194993, -0.06291064, 0.02022956
0, 0.06195164, -0.06377996, 0.01751008, 0.06197248, -0.06426012, 0.01964930
0, 0.06197260, -0.06477820, 0.01790931, 0.06197643, -0.06505156, 0.01904424
0, 0.06197643, -0.06522503, 0.01843912, 0.06197643, -0.06522503, 0.01843912
1, 0.00000545, 0.00000000, 0.01046930, 0.00000545, 0.00000000, 0.01046930
1, 0.00000545, -0.00012821, 0.01046851, 0.00016101, 0.00008070, 0.01046926
1, 0.00000545, -0.00028875, 0.01046532, 0.00036487, 0.00010415, 0.01047013
1, 0.00001224, -0.00047829, 0.01045837, 0.00061245, 0.00007521, 0.01047245
1, 0.00016182, -0.00069346, 0.01044658, 0.00090076, -0.00000127, 0.01047588
1, 0.00038681, -0.00093091, 0.01042933, 0.00122551, -0.00012049, 0.01048021
1, 0.00067331, -0.00118726, 0.01040581, 0.00158378, -0.00027770, 0.01048519
1, 0.00101502, -0.00145911, 0.01037514, 0.00197174, -0.00046817, 0.01048964
1, 0.00140511, -0.00174332, 0.01033848, 0.00238577, -0.00068714, 0.01049160
1, 0.00183776, -0.00203674, 0.01029616, 0.00282259, -0.00092994, 0.01049110
1, 0.00230632, -0.00233613, 0.01024785, 0.00327891, -0.00119179, 0.01048664
1, 0.00280440, -0.00263858, 0.01019491, 0.00375072, -0.00146798, 0.01047805
1, 0.00332615, -0.00294100, 0.01013779, 0.00423518, -0.00175376, 0.01046504
1, 0.00386537, -0.00324064, 0.01007816, 0.00472835, -0.00204433, 0.01044767
1, 0.00441538, -0.00353445, 0.01001672, 0.00522700, -0.00233501, 0.01042689
1, 0.00497003, -0.00381970, 0.00995539, 0.00572765, -0.00262093, 0.01040330
1, 0.00552306, -0.00409336, 0.00989539, 0.00622646, -0.00289742, 0.01037871
1, 0.00606840, -0.00435269, 0.00983864, 0.00672011, -0.00315974, 0.01035466
1, 0.00660305, -0.00459666, 0.00978599, 0.00720744, -0.00340618, 0.01033281
1, 0.00712827, -0.00482658, 0.00973832, 0.00768903, -0.00363772, 0.01031370
1, 0.00764531, -0.00504353, 0.00969573, 0.00816624, -0.00385565, 0.01029827
1, 0.00815493, -0.00524875, 0.00965876, 0.00863941, -0.00406100, 0.01028670
1, 0.00865844, -0.00544317, 0.00962756, 0.00910979, -0.00425488, 0.01027976
1, 0.00915616, -0.00562781, 0.00960240, 0.00957724, -0.00443814, 0.01027748
1, 0.00964930, -0.00580353, 0.00958327, 0.01004347, -0.00461185, 0.01028042
1, 0.01013841, -0.00597137, 0.00957042, 0.01050793, -0.00477688, 0.01028855
1, 0.01062451, -0.00613214, 0.00956366, 0.01097195, -0.00493418, 0.01030209
1, 0.01110818, -0.00628683, 0.00956310, 0.01143572, -0.00508472, 0.01032111
1, 0.01159033, -0.00643627, 0.00956854, 0.01189999, -0.00522938, 0.01034556
1, 0.01207173, -0.00658143, 0.00957992, 0.01236578, -0.00536919, 0.01037559
