span_index,ss_x,ss_r,ss_th,ps_x,ps_r,ps_th
2, 0.05896992, 0.05998122, -1.27830611, 0.05926042, 0.06219564, -1.20961016
2, 0.05923489, 0.06191027, -1.28890221, 0.05943002, 0.06396679, -1.22822892
2, 0.05940999, 0.06365580, -1.29680395, 0.05952471, 0.06547526, -1.24538837
2, 0.05951204, 0.06516651, -1.30170225, 0.05956696, 0.06666408, -1.26088113
2, 0.05956160, 0.06639182, -1.30328801, 0.05957988, 0.06749218, -1.27449984
2, 0.05957830, 0.06728396, -1.30125216, 0.05958168, 0.06780483, -1.28603711
2, 0.05958168, 0.06779952, -1.29528559, 0.05958168, 0.06779952, -1.29528559
3, 0.00000299, 0.01500785, 0.00000000, 0.00000299, 0.01500785, 0.00000000
3, 0.00000299, 0.01500785, -0.01003329, 0.00018134, 0.01500820, 0.00598949
3, 0.00000299, 0.01500785, -0.02293796, 0.00041309, 0.01500953, 0.00721272
3, 0.00000182, 0.01500785, -0.03843798, 0.00069368, 0.01501202, 0.00406861
3, 0.00015250, 0.01500810, -0.05625729, 0.00101913, 0.01501577, -0.00304396
3, 0.00039584, 0.01500941, -0.07611984, 0.00138508, 0.01502270, -0.01372610
3, 0.00070704, 0.01501217, -0.09774959, 0.00178790, 0.01503268, -0.02757890
3, 0.00107962, 0.01501662, -0.12087048, 0.00222336, 0.01504650, -0.04420348
3, 0.00150585, 0.01502540, -0.14520647, 0.00268776, 0.01506423, -0.06320094
3, 0.00197896, 0.01503815, -0.17048151, 0.00317663, 0.01508683, -0.08417238
3, 0.00249199, 0.01505613, -0.19641954, 0.00368673, 0.01511415, -0.10671891
3, 0.00303780, 0.01507958, -0.22274452, 0.00421370, 0.01514690, -0.13044164
3, 0.00360952, 0.01510913, -0.24918039, 0.00475370, 0.01518486, -0.15494167
3, 0.00420045, 0.01514526, -0.27545112, 0.00530260, 0.01522813, -0.17982011
3, 0.00480320, 0.01518754, -0.30128065, 0.00585675, 0.01527682, -0.20467807
3, 0.00541085, 0.01523607, -0.32639292, 0.00641210, 0.01533032, -0.22911664
