span_index,ss_x,ss_r,ss_th,ps_x,ps_r,ps_th
0, 0.02463067, 0.01311070, -0.68470814, 0.02463067, 0.01311070, -0.68470814
0, 0.02464105, 0.01311503, -0.70442059, 0.02468161, 0.01313195, -0.66550392
0, 0.02471278, 0.01314498, -0.72143486, 0.02478844, 0.01317668, -0.64996389
0, 0.02484085, 0.01319870, -0.73597220, 0.02494612, 0.01324311, -0.63779115
0, 0.02501989, 0.01327437, -0.74825387, 0.02515035, 0.01332993, -0.62868881
0, 0.02524562, 0.01337072, -0.75850112, 0.02539696, 0.01343590, -0.62235997
0, 0.02551289, 0.01348614, -0.76693520, 0.02568175, 0.01355981, -0.61850774
0, 0.02581698, 0.01361922, -0.77377738, 0.02600022, 0.01370033, -0.61683521
0, 0.02615325, 0.01376862, -0.77924891, 0.02634789, 0.01385619, -0.61704551
0, 0.02651703, 0.01393291, -0.78357103, 0.02672080, 0.01402612, -0.61884172
0, 0.02690285, 0.01411016, -0.78696500, 0.02711380, 0.01420843, -0.62192695
0, 0.02730554, 0.01429857, -0.78965208, 0.02752269, 0.01440159, -0.62600431
0, 0.02772026, 0.01449621, -0.79185352, 0.02794178, 0.01460333, -0.63077689
0, 0.02814123, 0.01470068, -0.79379057, 0.02836714, 0.01481199, -0.63594781
0, 0.02856258, 0.01490920, -0.79568450, 0.02879246, 0.01502463, -0.64122017
0, 0.02897874, 0.01511905, -0.79773245, 0.02921334, 0.01523905, -0.64633069
0, 0.02938868, 0.01532954, -0.79998289, 0.02962830, 0.01545435, -0.65122366
0, 0.02979347, 0.01554115, -0.80242763, 0.03003849, 0.01567108, -0.65592242
0, 0.03019314, 0.01575378, -0.80505836, 0.03044450, 0.01588941, -0.66045050
0, 0.03058889, 0.01596801, -0.80786677, 0.03084631, 0.01610933, -0.66483141
0, 0.03098057, 0.01618365, -0.81084454, 0.03124515, 0.01633139, -0.66908867
0, 0.03136993, 0.01640166, -0.81398336, 0.03164158, 0.01655594, -0.67324580
0, 0.03175701, 0.01662203, -0.81727494, 0.03203636, 0.01678334, -0.67732630
0, 0.03214284, 0.01684534, -0.82071095, 0.03243025, 0.01701409, -0.68135370
0, 0.03252800, 0.01707195, -0.82428308, 0.03282405, 0.01724866, -0.68535151
