        X       R*THETA       R
   5.4000000  12.4383030  11.2044907
   5.4000000  12.4623413  11.2024107
   5.4000000  12.4732885  11.2000198
   5.4000000  12.4850454  11.1963243
   5.4000000  12.4972582  11.1911144
   5.4000000  12.5095873  11.1842041
   5.4000000  12.5217295  11.1754436
   5.4000000  12.5333891  11.1646948
   5.4000000  12.5442667  11.1518326
   5.4000000  12.5540695  11.1367369
   5.4000000  12.5624466  11.1192703
   5.4000000  12.5689735  11.0992651
   5.4000000  12.5744467  11.0772161
   5.4000000  12.5803070  11.0539408
   5.4000000  12.5866060  11.0294991
   5.4000000  12.5933628  11.0039339
   5.4000000  12.6005764  10.9772835
   5.4000000  12.6082697  10.9495935
   5.4000000  12.6164570  10.9209108
   5.4000000  12.6251497  10.8912830
   5.4000000  12.6343775  10.8607635
   5.4000000  12.6441412  10.8293982
   5.4000000  12.6544552  10.7972393
   5.4000000  12.6653423  10.7643404
   5.4000000  12.6768131  10.7307558
   5.4000000  12.6888895  10.6965418
   5.4000000  12.7015829  10.6617527
   5.4000000  12.7149105  10.6264448
   5.4000000  12.7288847  10.5906773
   5.4000000  12.7435188  10.5545025
   5.4000000  12.7588320  10.5179844
   5.4000000  12.7748337  10.4811754
   5.4000000  12.7915354  10.4441366
   5.4000000  12.8089437  10.4069214
   5.4000000  12.8270798  10.3695917
   5.4000000  12.8459406  10.3321981
   5.4000000  12.8655405  10.2948008
   5.4000000  12.8858957  10.2574596
   5.4000000  12.9069881  10.2202187
   5.4000000  12.9288359  10.1831369
   5.4000000  12.9514446  10.1462698
   5.4000000  12.9748020  10.1096611
   5.4000000  12.9989100  10.0733652
   5.4000000  13.0237589  10.0374260
   5.4000000  13.0493555  10.0018950
   5.4000000  13.0756798   9.9668140
   5.4000000  13.1027212   9.9322243
   5.4000000  13.1304598   9.8981647
   5.4000000  13.1588917   9.8646793
   5.4000000  13.1879873   9.8317995
   5.4000000  13.2177229   9.7995596
   5.4000000  13.2480745   9.7679920
   5.4000000  13.2790184   9.7371273
   5.4000000  13.3105202   9.7069912
   5.4000000  13.3425436   9.6776066
   5.4000000  13.3750515   9.6489964
   5.4000000  13.4080009   9.6211786
   5.4000000  13.4413528   9.5941715
   5.4000000  13.4750643   9.5679903
   5.4000000  13.5090714   9.5426397
   5.4000000  13.5433302   9.5181360
   5.4000000  13.5777922   9.4944849
   5.4000000  13.6123857   9.4716864
   5.4000000  13.6470690   9.4497499
   5.4000000  13.6817598   9.4286680
   5.4000000  13.7164135   9.4084435
   5.4000000  13.7509451   9.3890696
   5.4000000  13.7852983   9.3705406
   5.4000000  13.8193979   9.3528481
   5.4000000  13.8531742   9.3359833
   5.4000000  13.8865604   9.3199368
   5.4000000  13.9194765   9.3046942
   5.4000000  13.9518471   9.2902393
   5.4000000  13.9836111   9.2765627
   5.4000000  14.0146856   9.2636461
   5.4000000  14.0449867   9.2514677
   5.4000000  14.0744638   9.2400198
   5.4000000  14.1030283   9.2292776
   5.4000000  14.1306190   9.2192278
   5.4000000  14.1571569   9.2098475
   5.4000000  14.1825838   9.2011223
   5.4000000  14.2068243   9.1930304
   5.4000000  14.2298317   9.1855602
   5.4000000  14.2515326   9.1786900
   5.4000000  14.2718725   9.1724033
   5.4000000  14.2907934   9.1666832
   5.4000000  14.3082466   9.1615152
   5.4000000  14.3241940   9.1568880
   5.4000000  14.3385773   9.1527843
   5.4000000  14.3513699   9.1491957
   5.4000000  14.3615131   9.1455402
   5.4000000  14.3672295   9.1408997
   5.4000000  14.3690195   9.1356602
   5.4000000  14.3672848   9.1301804
   5.4000000  14.3628025   9.1250448
   5.4000000  14.3577795   9.1213608
   5.4000000  14.3556919   9.1201029
   5.4000000  14.3534021   9.1188517
   5.4000000  14.3462219   9.1155691
