        X       R*THETA       R
   4.6000000  14.4959326  11.2065821
   4.6000000  14.4997253  11.2065563
   4.6000000  14.5018682  11.2065058
   4.6000000  14.5053730  11.2063713
   4.6000000  14.5101156  11.2060699
   4.6000000  14.5159473  11.2054930
   4.6000000  14.5226870  11.2045183
   4.6000000  14.5301609  11.2030392
   4.6000000  14.5381861  11.2009478
   4.6000000  14.5465946  11.1981459
   4.6000000  14.5552206  11.1945448
   4.6000000  14.5639019  11.1900654
   4.6000000  14.5724840  11.1846371
   4.6000000  14.5808363  11.1781998
   4.6000000  14.5888138  11.1706953
   4.6000000  14.5962648  11.1620665
   4.6000000  14.6030712  11.1522694
   4.6000000  14.6090698  11.1412468
   4.6000000  14.6141043  11.1289454
   4.6000000  14.6180019  11.1153049
   4.6000000  14.6206017  11.1002789
   4.6000000  14.6225748  11.0842352
   4.6000000  14.6248255  11.0676422
   4.6000000  14.6272030  11.0504456
   4.6000000  14.6297235  11.0326748
   4.6000000  14.6324329  11.0143719
   4.6000000  14.6353273  10.9955578
   4.6000000  14.6383953  10.9762487
   4.6000000  14.6416616  10.9564781
   4.6000000  14.6451273  10.9362726
   4.6000000  14.6487999  10.9156590
   4.6000000  14.6526756  10.8946581
   4.6000000  14.6567650  10.8733015
   4.6000000  14.6610870  10.8516226
   4.6000000  14.6656303  10.8296423
   4.6000000  14.6704006  10.8073902
   4.6000000  14.6754036  10.7848930
   4.6000000  14.6806507  10.7621841
   4.6000000  14.6861362  10.7392874
   4.6000000  14.6918736  10.7162361
   4.6000000  14.6978540  10.6930532
   4.6000000  14.7040854  10.6697693
   4.6000000  14.7105618  10.6464100
   4.6000000  14.7172976  10.6230078
   4.6000000  14.7242718  10.5995827
   4.6000000  14.7315044  10.5761700
   4.6000000  14.7389851  10.5527916
   4.6000000  14.7467089  10.5294733
   4.6000000  14.7546673  10.5062399
   4.6000000  14.7628765  10.4831219
   4.6000000  14.7713118  10.4601383
   4.6000000  14.7799654  10.4373131
   4.6000000  14.7888498  10.4146748
   4.6000000  14.7979422  10.3922405
   4.6000000  14.8072443  10.3700371
   4.6000000  14.8167391  10.3480835
   4.6000000  14.8264074  10.3263950
   4.6000000  14.8362541  10.3049994
   4.6000000  14.8462648  10.2839136
   4.6000000  14.8564138  10.2631521
   4.6000000  14.8667078  10.2427387
   4.6000000  14.8771076  10.2226820
   4.6000000  14.8876257  10.2030067
   4.6000000  14.8982229  10.1837215
   4.6000000  14.9088907  10.1648417
   4.6000000  14.9196157  10.1463823
   4.6000000  14.9303589  10.1283493
   4.6000000  14.9411297  10.1107655
   4.6000000  14.9518919  10.0936337
   4.6000000  14.9626284  10.0769653
   4.6000000  14.9733210  10.0607719
   4.6000000  14.9839430  10.0450602
   4.6000000  14.9944735  10.0298376
   4.6000000  15.0048933  10.0151119
   4.6000000  15.0151844  10.0008907
   4.6000000  15.0253191   9.9871788
   4.6000000  15.0352764   9.9739819
   4.6000000  15.0450335   9.9613037
   4.6000000  15.0545664   9.9491482
   4.6000000  15.0638618   9.9375219
   4.6000000  15.0728922   9.9264259
   4.6000000  15.0816364   9.9158630
   4.6000000  15.0900736   9.9058352
   4.6000000  15.0981817   9.8963432
   4.6000000  15.1059427   9.8873911
   4.6000000  15.1133432   9.8789816
   4.6000000  15.1203585   9.8711119
   4.6000000  15.1269693   9.8637838
   4.6000000  15.1331568   9.8569956
   4.6000000  15.1389141   9.8507519
