        X       R*THETA       R
   5.4000000  14.4959326  11.2065821
   5.4000000  14.4997253  11.2065563
   5.4000000  14.5018682  11.2065058
   5.4000000  14.5053730  11.2063713
   5.4000000  14.5101156  11.2060699
   5.4000000  14.5159473  11.2054930
   5.4000000  14.5226870  11.2045183
   5.4000000  14.5301609  11.2030392
   5.4000000  14.5381861  11.2009478
   5.4000000  14.5465946  11.1981459
   5.4000000  14.5552206  11.1945448
   5.4000000  14.5639019  11.1900654
   5.4000000  14.5724840  11.1846371
   5.4000000  14.5808363  11.1781998
   5.4000000  14.5888138  11.1706953
   5.4000000  14.5962648  11.1620665
   5.4000000  14.6030712  11.1522694
   5.4000000  14.6090698  11.1412468
   5.4000000  14.6141043  11.1289454
   5.4000000  14.6180019  11.1153049
   5.4000000  14.6206017  11.1002789
   5.4000000  14.6225748  11.0842352
   5.4000000  14.6248255  11.0676422
   5.4000000  14.6272030  11.0504456
   5.4000000  14.6297235  11.0326748
   5.4000000  14.6324329  11.0143719
   5.4000000  14.6353273  10.9955578
   5.4000000  14.6383953  10.9762487
   5.4000000  14.6416616  10.9564781
   5.4000000  14.6451273  10.9362726
   5.4000000  14.6487999  10.9156590
   5.4000000  14.6526756  10.8946581
   5.4000000  14.6567650  10.8733015
   5.4000000  14.6610870  10.8516226
   5.4000000  14.6656303  10.8296423
   5.4000000  14.6704006  10.8073902
   5.4000000  14.6754036  10.7848930
   5.4000000  14.6806507  10.7621841
   5.4000000  14.6861362  10.7392874
   5.4000000  14.6918736  10.7162361
   5.4000000  14.6978540  10.6930532
   5.4000000  14.7040854  10.6697693
   5.4000000  14.7105618  10.6464100
   5.4000000  14.7172976  10.6230078
   5.4000000  14.7242718  10.5995827
   5.4000000  14.7315044  10.5761700
   5.4000000  14.7389851  10.5527916
   5.4000000  14.7467089  10.5294733
   5.4000000  14.7546673  10.5062399
   5.4000000  14.7628765  10.4831219
   5.4000000  14.7713118  10.4601383
   5.4000000  14.7799654  10.4373131
   5.4000000  14.7888498  10.4146748
   5.4000000  14.7979422  10.3922405
   5.4000000  14.8072443  10.3700371
   5.4000000  14.8167391  10.3480835
   5.4000000  14.8264074  10.3263950
   5.4000000  14.8362541  10.3049994
   5.4000000  14.8462648  10.2839136
   5.4000000  14.8564138  10.2631521
   5.4000000  14.8667078  10.2427387
   5.4000000  14.8771076  10.2226820
   5.4000000  14.8876257  10.2030067
   5.4000000  14.8982229  10.1837215
   5.4000000  14.9088907  10.1648417
   5.4000000  14.9196157  10.1463823
   5.4000000  14.9303589  10.1283493
   5.4000000  14.9411297  10.1107655
   5.4000000  14.9518919  10.0936337
   5.4000000  14.9626284  10.0769653
   5.4000000  14.9733210  10.0607719
   5.4000000  14.9839430  10.0450602
   5.4000000  14.9944735  10.0298376
   5.4000000  15.0048933  10.0151119
   5.4000000  15.0151844  10.0008907
   5.4000000  15.0253191   9.9871788
   5.4000000  15.0352764   9.9739819
   5.4000000  15.0450335   9.9613037
   5.4000000  15.0545664   9.9491482
   5.4000000  15.0638618   9.9375219
   5.4000000  15.0728922   9.9264259
   5.4000000  15.0816364   9.9158630
   5.4000000  15.0900736   9.9058352
   5.4000000  15.0981817   9.8963432
   5.4000000  15.1059427   9.8873911
   5.4000000  15.1133432   9.8789816
   5.4000000  15.1203585   9.8711119
   5.4000000  15.1269693   9.8637838
   5.4000000  15.1331568   9.8569956
   5.4000000  15.1389141   9.8507519
   5.4000000  15.1442308   9.8450556
   5.4000000  15.1490688   9.8398943
   5.4000000  15.1529875   9.8350515
   5.4000000  15.1546707   9.8298864
   5.4000000  15.1543980   9.8245935
   5.4000000  15.1524000   9.8193407
   5.4000000  15.1489019   9.8143101
   5.4000000  15.1442795   9.8097687
   5.4000000  15.1394186   9.8061714
   5.4000000  15.1357918   9.8039827
   5.4000000  15.1344824   9.8032770
   5.4000000  15.1330872   9.8025646
   5.4000000  15.1288395   9.8006401
   5.4000000  15.1221428   9.7982483
   5.4000000  15.1140919   9.7962751
   5.4000000  15.1056013   9.7951956
   5.4000000  15.0971489   9.7951899
   5.4000000  15.0890827   9.7963724
   5.4000000  15.0817604   9.7988806
   5.4000000  15.0754185   9.8027916
   5.4000000  15.0686026   9.8072891
   5.4000000  15.0611458   9.8122740
   5.4000000  15.0530396   9.8177366
   5.4000000  15.0443211   9.8236837
   5.4000000  15.0349903   9.8301125
   5.4000000  15.0250902   9.8370304
   5.4000000  15.0146227   9.8444328
   5.4000000  15.0036154   9.8523207
   5.4000000  14.9921064   9.8607016
   5.4000000  14.9801102   9.8695717
   5.4000000  14.9676456   9.8789301
   5.4000000  14.9547510   9.8887787
   5.4000000  14.9414406   9.8991156
   5.4000000  14.9277487   9.9099407
   5.4000000  14.9137154   9.9212599
   5.4000000  14.8993492   9.9330616
   5.4000000  14.8846912   9.9453506
   5.4000000  14.8697624   9.9581203
   5.4000000  14.8545990   9.9713717
   5.4000000  14.8392134   9.9850941
   5.4000000  14.8236570   9.9992924
   5.4000000  14.8079453  10.0139570
   5.4000000  14.7921057  10.0290804
   5.4000000  14.7761641  10.0446568
   5.4000000  14.7601500  10.0606804
   5.4000000  14.7440901  10.0771408
   5.4000000  14.7280111  10.0940304
   5.4000000  14.7119341  10.1113396
   5.4000000  14.6958952  10.1290588
   5.4000000  14.6799011  10.1471729
   5.4000000  14.6639833  10.1656713
   5.4000000  14.6481638  10.1845407
   5.4000000  14.6324596  10.2037659
   5.4000000  14.6168966  10.2233315
   5.4000000  14.6014872  10.2432213
   5.4000000  14.5862579  10.2634211
   5.4000000  14.5712204  10.2839098
   5.4000000  14.5563889  10.3046684
   5.4000000  14.5417824  10.3256798
   5.4000000  14.5274115  10.3469200
   5.4000000  14.5132942  10.3683720
   5.4000000  14.4994392  10.3900118
   5.4000000  14.4858475  10.4118118
   5.4000000  14.4725485  10.4337559
   5.4000000  14.4595413  10.4558182
   5.4000000  14.4468307  10.4779701
   5.4000000  14.4344292  10.5001926
   5.4000000  14.4223394  10.5224533
   5.4000000  14.4105616  10.5447264
   5.4000000  14.3991156  10.5669918
   5.4000000  14.3879910  10.5892162
   5.4000000  14.3771925  10.6113710
   5.4000000  14.3667240  10.6334314
   5.4000000  14.3565845  10.6553679
   5.4000000  14.3467760  10.6771526
   5.4000000  14.3373003  10.6987572
   5.4000000  14.3281546  10.7201529
   5.4000000  14.3193426  10.7413139
   5.4000000  14.3108597  10.7622089
   5.4000000  14.3026886  10.7828064
   5.4000000  14.2948494  10.8030834
   5.4000000  14.2873306  10.8230114
   5.4000000  14.2801237  10.8425608
   5.4000000  14.2732191  10.8616991
   5.4000000  14.2666235  10.8804064
   5.4000000  14.2603865  10.8986835
   5.4000000  14.2543392  10.9164181
   5.4000000  14.2500105  10.9343796
   5.4000000  14.2482128  10.9529324
   5.4000000  14.2487497  10.9719210
   5.4000000  14.2514668  10.9912119
   5.4000000  14.2562609  11.0106955
   5.4000000  14.2630615  11.0302820
   5.4000000  14.2718296  11.0498867
   5.4000000  14.2825813  11.0694408
   5.4000000  14.2953911  11.0888815
   5.4000000  14.3104210  11.1081429
   5.4000000  14.3278408  11.1271000
   5.4000000  14.3479147  11.1455240
   5.4000000  14.3706160  11.1628504
   5.4000000  14.3950682  11.1778240
   5.4000000  14.4186649  11.1893797
   5.4000000  14.4388990  11.1969452
   5.4000000  14.4552841  11.2014866
   5.4000000  14.4682741  11.2041006
   5.4000000  14.4784212  11.2055082
   5.4000000  14.4861984  11.2061987
