        X       R*THETA       R
   8.9211636  -1.1086758  12.2961140
   8.9204636  -1.1086911  12.2961140
   8.9183655  -1.1086949  12.2961140
   8.9148684  -1.1086816  12.2961140
   8.9099789  -1.1086873  12.2961140
   8.9037027  -1.1086263  12.2961140
   8.8960419  -1.1086263  12.2961140
   8.8870058  -1.1085366  12.2961140
   8.8766031  -1.1084432  12.2961140
   8.8648481  -1.1083497  12.2961140
   8.8517475  -1.1081723  12.2961140
   8.8373146  -1.1079720  12.2961140
   8.8215666  -1.1077260  12.2961140
   8.8045177  -1.1073827  12.2961140
   8.7861872  -1.1070260  12.2961140
   8.7665901  -1.1065778  12.2961140
   8.7457457  -1.1060361  12.2961140
   8.7236795  -1.1054486  12.2961140
   8.7004089  -1.1047677  12.2961140
   8.6759586  -1.1039533  12.2961140
   8.6503544  -1.1030854  12.2961140
   8.6236210  -1.1020326  12.2961140
   8.5957851  -1.1008691  12.2961140
   8.5668745  -1.0995931  12.2961140
   8.5369234  -1.0981435  12.2961140
   8.5059595  -1.0964822  12.2961140
   8.4740143  -1.0946397  12.2961140
   8.4411259  -1.0925435  12.2961140
   8.4073286  -1.0901650  12.2961140
   8.3726664  -1.0873841  12.2961140
   8.3371782  -1.0841798  12.2961140
   8.3009100  -1.0804890  12.2961140
   8.2639112  -1.0762700  12.2961140
   8.2262239  -1.0714768  12.2961140
   8.1879005  -1.0660447  12.2961140
   8.1489983  -1.0599374  12.2961140
   8.1095591  -1.0531854  12.2961140
   8.0696554  -1.0456570  12.2961140
   8.0293283  -1.0373887  12.2961140
   7.9886384  -1.0283460  12.2961140
   7.9476519  -1.0184850  12.2961140
   7.9064202  -1.0078248  12.2961140
   7.8650041  -0.9963483  12.2961140
   7.8234415  -0.9841126  12.2961140
   7.7817755  -0.9711694  12.2961140
   7.7400699  -0.9574803  12.2961140
   7.6983657  -0.9431046  12.2961140
   7.6567225  -0.9280328  12.2961140
   7.6151805  -0.9122990  12.2961140
   7.5737925  -0.8959321  12.2961140
   7.5325966  -0.8789796  12.2961140
   7.4916348  -0.8614510  12.2961140
   7.4509587  -0.8433827  12.2961140
   7.4106121  -0.8247956  12.2961140
   7.3706384  -0.8057317  12.2961140
   7.3310871  -0.7862042  12.2961140
   7.2919960  -0.7662419  12.2961140
   7.2534080  -0.7458733  12.2961140
   7.2153792  -0.7251176  12.2961140
   7.1779342  -0.7040204  12.2961140
   7.1411252  -0.6826028  12.2961140
   7.1049895  -0.6608838  12.2961140
   7.0695701  -0.6389150  12.2961140
   7.0349059  -0.6167096  12.2961140
   7.0010352  -0.5943135  12.2961140
   6.9679904  -0.5717572  12.2961140
   6.9358139  -0.5490598  12.2961140
   6.9045410  -0.5262536  12.2961140
   6.8742113  -0.5033730  12.2961140
   6.8448501  -0.4804696  12.2961140
   6.8164911  -0.4575566  12.2961140
   6.7891698  -0.4346722  12.2961140
   6.7629056  -0.4118623  12.2961140
   6.7377396  -0.3891648  12.2961140
   6.7136712  -0.3666409  12.2961140
   6.6907420  -0.3443250  12.2961140
   6.6689615  -0.3222550  12.2961140
   6.6483469  -0.3004788  12.2961140
   6.6289101  -0.2790517  12.2961140
   6.6106811  -0.2580174  12.2961140
   6.5936627  -0.2373914  12.2961140
   6.5778685  -0.2172421  12.2961140
   6.5633316  -0.1976003  12.2961140
   6.5500374  -0.1785077  12.2961140
   6.5379992  -0.1600255  12.2961140
   6.5272360  -0.1421899  12.2961140
   6.5177817  -0.1250314  12.2961140
   6.5096269  -0.1086186  12.2961140
   6.5027456  -0.0930241  12.2961140
   6.4971805  -0.0782937  12.2961140
   6.4929442  -0.0645017  12.2961140
   6.4899840  -0.0517396  12.2961140
   6.4881959  -0.0401219  12.2961140
   6.4876060  -0.0297326  12.2961140
   6.4881663  -0.0207166  12.2961140
   6.4896779  -0.0132035  12.2961140
   6.4919515  -0.0073499  12.2961140
   6.4947367  -0.0033330  12.2961140
   6.4974499  -0.0011262  12.2961140
   6.4993401  -0.0002107  12.2961140
   6.5000024   0.0000144  12.2961140
   6.5006413   0.0002013  12.2961140
   6.5026050   0.0005542  12.2961140
   6.5059285   0.0005923  12.2961140
   6.5104833  -0.0003098  12.2961140
   6.5160828  -0.0023755  12.2961140
   6.5225897  -0.0056275  12.2961140
   6.5298653  -0.0101746  12.2961140
   6.5378881  -0.0159463  12.2961140
   6.5467825  -0.0226964  12.2961140
   6.5565743  -0.0303658  12.2961140
   6.5672865  -0.0389050  12.2961140
   6.5789666  -0.0482510  12.2961140
   6.5916209  -0.0583562  12.2961140
   6.6052485  -0.0691899  12.2961140
   6.6198649  -0.0807332  12.2961140
   6.6354799  -0.0929231  12.2961140
   6.6520848  -0.1057290  12.2961140
   6.6696782  -0.1191453  12.2961140
   6.6882463  -0.1331433  12.2961140
   6.7077770  -0.1476888  12.2961140
   6.7282600  -0.1627625  12.2961140
   6.7496829  -0.1783265  12.2961140
   6.7720408  -0.1943578  12.2961140
   6.7953105  -0.2108220  12.2961140
   6.8194866  -0.2276849  12.2961140
   6.8445425  -0.2449292  12.2961140
   6.8704662  -0.2625054  12.2961140
   6.8972321  -0.2804135  12.2961140
   6.9248276  -0.2986058  12.2961140
   6.9532213  -0.3170537  12.2961140
   6.9823861  -0.3357552  12.2961140
   7.0123100  -0.3546609  12.2961140
   7.0429521  -0.3737553  12.2961140
   7.0742908  -0.3930138  12.2961140
   7.1062927  -0.4124249  12.2961140
   7.1389356  -0.4319371  12.2961140
   7.1721821  -0.4515351  12.2961140
   7.2060146  -0.4711922  12.2961140
   7.2403927  -0.4908704  12.2961140
   7.2752833  -0.5105695  12.2961140
   7.3106556  -0.5302380  12.2961140
   7.3464813  -0.5498570  12.2961140
   7.3827243  -0.5694112  12.2961140
   7.4193406  -0.5888776  12.2961140
   7.4562988  -0.6082295  12.2961140
   7.4935627  -0.6274384  12.2961140
   7.5310965  -0.6464948  12.2961140
   7.5688577  -0.6653756  12.2961140
   7.6068068  -0.6840562  12.2961140
   7.6449122  -0.7025308  12.2961140
   7.6831365  -0.7207402  12.2961140
   7.7214303  -0.7387055  12.2961140
   7.7597609  -0.7564114  12.2961140
   7.7980909  -0.7737969  12.2961140
   7.8363814  -0.7908734  12.2961140
   7.8745890  -0.8076295  12.2961140
   7.9126844  -0.8240117  12.2961140
   7.9506278  -0.8400048  12.2961140
   7.9883800  -0.8556069  12.2961140
   8.0259104  -0.8707589  12.2961140
   8.0631733  -0.8854817  12.2961140
   8.1001444  -0.8996991  12.2961140
   8.1367846  -0.9134282  12.2961140
   8.1730604  -0.9266137  12.2961140
   8.2089224  -0.9392651  12.2961140
   8.2443371  -0.9513749  12.2961140
   8.2792635  -0.9629105  12.2961140
   8.3136702  -0.9738606  12.2961140
   8.3475142  -0.9842290  12.2961140
   8.3807678  -0.9939603  12.2961140
   8.4133873  -1.0030621  12.2961140
   8.4453220  -1.0115594  12.2961140
   8.4765368  -1.0194806  12.2961140
   8.5069742  -1.0268658  12.2961140
   8.5366058  -1.0337228  12.2961140
   8.5653801  -1.0400761  12.2961140
   8.5932608  -1.0459870  12.2961140
   8.6202192  -1.0514382  12.2961140
   8.6462164  -1.0564584  12.2961140
   8.6712179  -1.0610951  12.2961140
   8.6951933  -1.0653657  12.2961140
   8.7181082  -1.0692796  12.2961140
   8.7399445  -1.0728692  12.2961140
   8.7606688  -1.0761384  12.2961140
   8.7802582  -1.0791329  12.2961140
   8.7986879  -1.0818395  12.2961140
   8.8159437  -1.0842923  12.2961140
   8.8319988  -1.0865048  12.2961140
   8.8468304  -1.0885152  12.2961140
   8.8604336  -1.0902909  12.2961140
   8.8727837  -1.0918588  12.2961140
   8.8838730  -1.0932568  12.2961140
   8.8936863  -1.0944508  12.2961140
   8.9022093  -1.0954789  12.2961140
   8.9094419  -1.0963219  12.2961140
   8.9153681  -1.0970181  12.2961140
   8.9199877  -1.0975407  12.2961140
   8.9232893  -1.0979260  12.2961140
   8.9252691  -1.0981416  12.2961140
   8.9259319  -1.0982140  12.2961140
